,value,percentage,datetime
0,955695.747,1,2019-01-01T00:00:00.000+01:00
1,800857.082,1,2019-02-01T00:00:00.000+01:00
2,819770.82,1,2019-03-01T00:00:00.000+01:00
3,775652.082,1,2019-04-01T00:00:00.000+02:00
4,775558.988,1,2019-05-01T00:00:00.000+02:00
5,734051.76,1,2019-06-01T00:00:00.000+02:00
6,771577.431,1,2019-07-01T00:00:00.000+02:00
7,751690.808,1,2019-08-01T00:00:00.000+02:00
8,733274.883,1,2019-09-01T00:00:00.000+02:00
9,741662.952,1,2019-10-01T00:00:00.000+02:00
10,762830.407,1,2019-11-01T00:00:00.000+01:00
11,770472.528,1,2019-12-01T00:00:00.000+01:00
