,value,percentage,datetime
0,1566908.501,1,2019-01-01T00:00:00.000+01:00
1,1349915.466,1,2019-02-01T00:00:00.000+01:00
2,1438251.76,1,2019-03-01T00:00:00.000+01:00
3,1324846.851,1,2019-04-01T00:00:00.000+02:00
4,1412540.967,1,2019-05-01T00:00:00.000+02:00
5,1320335.319,1,2019-06-01T00:00:00.000+02:00
6,1321611.713,1,2019-07-01T00:00:00.000+02:00
7,1067567.8,1,2019-08-01T00:00:00.000+02:00
8,1313870.402,1,2019-09-01T00:00:00.000+02:00
9,1401028.409,1,2019-10-01T00:00:00.000+02:00
10,1440323.849,1,2019-11-01T00:00:00.000+01:00
11,1327169.282,1,2019-12-01T00:00:00.000+01:00
