,value,percentage,datetime
0,957420.099,1,2019-01-01T00:00:00.000+01:00
1,859577.223,1,2019-02-01T00:00:00.000+01:00
2,931375.419,1,2019-03-01T00:00:00.000+01:00
3,861851.879,1,2019-04-01T00:00:00.000+02:00
4,901078.329,1,2019-05-01T00:00:00.000+02:00
5,887513.783,1,2019-06-01T00:00:00.000+02:00
6,947768.672,1,2019-07-01T00:00:00.000+02:00
7,918355.065,1,2019-08-01T00:00:00.000+02:00
8,880277.404,1,2019-09-01T00:00:00.000+02:00
9,883069.114,1,2019-10-01T00:00:00.000+02:00
10,905361.295,1,2019-11-01T00:00:00.000+01:00
11,875169.733,1,2019-12-01T00:00:00.000+01:00
