,value,percentage,datetime
0,18538.656,1,2021-01-01T00:00:00.000+01:00
1,15215.238,1,2021-02-01T00:00:00.000+01:00
2,15340.218,1,2021-03-01T00:00:00.000+01:00
3,15128.393,1,2021-04-01T00:00:00.000+02:00
4,15515.205,1,2021-05-01T00:00:00.000+02:00
5,15653.908,1,2021-06-01T00:00:00.000+02:00
6,17409.528,1,2021-07-01T00:00:00.000+02:00
7,17829.99,1,2021-08-01T00:00:00.000+02:00
8,16921.593,1,2021-09-01T00:00:00.000+02:00
9,16448.789,1,2021-10-01T00:00:00.000+02:00
10,16035.752,1,2021-11-01T00:00:00.000+01:00
11,16848.583,1,2021-12-01T00:00:00.000+01:00
