,value,percentage,datetime
0,487003.673,1,2021-01-01T00:00:00.000+01:00
1,395298.669,1,2021-02-01T00:00:00.000+01:00
2,425492.436,1,2021-03-01T00:00:00.000+01:00
3,376617.189,1,2021-04-01T00:00:00.000+02:00
4,383981.298,1,2021-05-01T00:00:00.000+02:00
5,405586.42,1,2021-06-01T00:00:00.000+02:00
6,423714.488,1,2021-07-01T00:00:00.000+02:00
7,509621.441,1,2021-08-01T00:00:00.000+02:00
8,414550.084,1,2021-09-01T00:00:00.000+02:00
9,382150.628,1,2021-10-01T00:00:00.000+02:00
10,421384.241,1,2021-11-01T00:00:00.000+01:00
11,429876.923,1,2021-12-01T00:00:00.000+01:00
