,value,percentage,datetime
0,756953.464,1,2020-01-01T00:00:00.000+01:00
1,705861.132,1,2020-02-01T00:00:00.000+01:00
2,682194.297,1,2020-03-01T00:00:00.000+01:00
3,548481.932,1,2020-04-01T00:00:00.000+02:00
4,581117.603,1,2020-05-01T00:00:00.000+02:00
5,602698.837,1,2020-06-01T00:00:00.000+02:00
6,679184.288,1,2020-07-01T00:00:00.000+02:00
7,712516.545,1,2020-08-01T00:00:00.000+02:00
8,684875.592,1,2020-09-01T00:00:00.000+02:00
9,674860.239,1,2020-10-01T00:00:00.000+02:00
10,652336.766,1,2020-11-01T00:00:00.000+01:00
11,665587.715,1,2020-12-01T00:00:00.000+01:00
