,value,percentage,datetime
0,2737334.364,1,2020-01-01T00:00:00.000+01:00
1,2357438.71,1,2020-02-01T00:00:00.000+01:00
2,2268882.296,1,2020-03-01T00:00:00.000+01:00
3,1825502.09,1,2020-04-01T00:00:00.000+02:00
4,1855359.252,1,2020-05-01T00:00:00.000+02:00
5,2019611.065,1,2020-06-01T00:00:00.000+02:00
6,2525218.389,1,2020-07-01T00:00:00.000+02:00
7,2202008.892,1,2020-08-01T00:00:00.000+02:00
8,2067050.074,1,2020-09-01T00:00:00.000+02:00
9,2184994.561,1,2020-10-01T00:00:00.000+02:00
10,2296506.89,1,2020-11-01T00:00:00.000+01:00
11,2569037.905,1,2020-12-01T00:00:00.000+01:00
