,value,percentage,datetime
0,450763.969,1,2020-01-01T00:00:00.000+01:00
1,422377.178,1,2020-02-01T00:00:00.000+01:00
2,407204.579,1,2020-03-01T00:00:00.000+01:00
3,329918.004,1,2020-04-01T00:00:00.000+02:00
4,377656.588,1,2020-05-01T00:00:00.000+02:00
5,387263.707,1,2020-06-01T00:00:00.000+02:00
6,396242.377,1,2020-07-01T00:00:00.000+02:00
7,391904.088,1,2020-08-01T00:00:00.000+02:00
8,419135.926,1,2020-09-01T00:00:00.000+02:00
9,423452.642,1,2020-10-01T00:00:00.000+02:00
10,427189.248,1,2020-11-01T00:00:00.000+01:00
11,409950.116,1,2020-12-01T00:00:00.000+01:00
