,value,percentage,datetime
0,155709.587,1,2020-01-01T00:00:00.000+01:00
1,139196.214,1,2020-02-01T00:00:00.000+01:00
2,137102.562,1,2020-03-01T00:00:00.000+01:00
3,111843.378,1,2020-04-01T00:00:00.000+02:00
4,117782.567,1,2020-05-01T00:00:00.000+02:00
5,121000.367,1,2020-06-01T00:00:00.000+02:00
6,144053.936,1,2020-07-01T00:00:00.000+02:00
7,133978.303,1,2020-08-01T00:00:00.000+02:00
8,137621.254,1,2020-09-01T00:00:00.000+02:00
9,141061.124,1,2020-10-01T00:00:00.000+02:00
10,139104.195,1,2020-11-01T00:00:00.000+01:00
11,141654.074,1,2020-12-01T00:00:00.000+01:00
