,value,percentage,datetime
0,1061533.843,1,2020-01-01T00:00:00.000+01:00
1,939083.828,1,2020-02-01T00:00:00.000+01:00
2,988619.577,1,2020-03-01T00:00:00.000+01:00
3,807391.746,1,2020-04-01T00:00:00.000+02:00
4,917831.634,1,2020-05-01T00:00:00.000+02:00
5,964355.873,1,2020-06-01T00:00:00.000+02:00
6,1173169.272,1,2020-07-01T00:00:00.000+02:00
7,1114481.323,1,2020-08-01T00:00:00.000+02:00
8,930478.016,1,2020-09-01T00:00:00.000+02:00
9,926029.016,1,2020-10-01T00:00:00.000+02:00
10,918647.462,1,2020-11-01T00:00:00.000+01:00
11,1018731.82,1,2020-12-01T00:00:00.000+01:00
