,value,percentage,datetime
0,1697792.905,1,2020-01-01T00:00:00.000+01:00
1,1475967.306,1,2020-02-01T00:00:00.000+01:00
2,1493138.351,1,2020-03-01T00:00:00.000+01:00
3,1268982.914,1,2020-04-01T00:00:00.000+02:00
4,1327958.665,1,2020-05-01T00:00:00.000+02:00
5,1438593.814,1,2020-06-01T00:00:00.000+02:00
6,1380397.914,1,2020-07-01T00:00:00.000+02:00
7,1390800.24,1,2020-08-01T00:00:00.000+02:00
8,1375753.284,1,2020-09-01T00:00:00.000+02:00
9,1471636.389,1,2020-10-01T00:00:00.000+02:00
10,1491474.968,1,2020-11-01T00:00:00.000+01:00
11,1600592.994,1,2020-12-01T00:00:00.000+01:00
