,value,percentage,datetime
0,17812.714,1,2020-01-01T00:00:00.000+01:00
1,15817.3,1,2020-02-01T00:00:00.000+01:00
2,15735.69,1,2020-03-01T00:00:00.000+01:00
3,14737.721,1,2020-04-01T00:00:00.000+02:00
4,15573.759,1,2020-05-01T00:00:00.000+02:00
5,16708.38,1,2020-06-01T00:00:00.000+02:00
6,21140.943,1,2020-07-01T00:00:00.000+02:00
7,22335.731,1,2020-08-01T00:00:00.000+02:00
8,18793.899,1,2020-09-01T00:00:00.000+02:00
9,16551.482,1,2020-10-01T00:00:00.000+02:00
10,15635.69,1,2020-11-01T00:00:00.000+01:00
11,17166.954,1,2020-12-01T00:00:00.000+01:00
