,value,percentage,datetime
0,17835.113,1,2020-01-01T00:00:00.000+01:00
1,15770.011,1,2020-02-01T00:00:00.000+01:00
2,16608.196,1,2020-03-01T00:00:00.000+01:00
3,15531.111,1,2020-04-01T00:00:00.000+02:00
4,15827.471,1,2020-05-01T00:00:00.000+02:00
5,15839.422,1,2020-06-01T00:00:00.000+02:00
6,17917.496,1,2020-07-01T00:00:00.000+02:00
7,18096.779,1,2020-08-01T00:00:00.000+02:00
8,16830.054,1,2020-09-01T00:00:00.000+02:00
9,16095.768,1,2020-10-01T00:00:00.000+02:00
10,15792.687,1,2020-11-01T00:00:00.000+01:00
11,17053.994,1,2020-12-01T00:00:00.000+01:00
