,value,percentage,datetime
0,456464.05,1,2020-01-01T00:00:00.000+01:00
1,403435.857,1,2020-02-01T00:00:00.000+01:00
2,403832.751,1,2020-03-01T00:00:00.000+01:00
3,321712.013,1,2020-04-01T00:00:00.000+02:00
4,327175.074,1,2020-05-01T00:00:00.000+02:00
5,360864.887,1,2020-06-01T00:00:00.000+02:00
6,528918.585,1,2020-07-01T00:00:00.000+02:00
7,566318.86,1,2020-08-01T00:00:00.000+02:00
8,403465.241,1,2020-09-01T00:00:00.000+02:00
9,368113.495,1,2020-10-01T00:00:00.000+02:00
10,364441.335,1,2020-11-01T00:00:00.000+01:00
11,436982.595,1,2020-12-01T00:00:00.000+01:00
