,value,percentage,datetime
0,936969.954,1,2020-01-01T00:00:00.000+01:00
1,847063.224,1,2020-02-01T00:00:00.000+01:00
2,845670.025,1,2020-03-01T00:00:00.000+01:00
3,715893.499,1,2020-04-01T00:00:00.000+02:00
4,780472.526,1,2020-05-01T00:00:00.000+02:00
5,800765.41,1,2020-06-01T00:00:00.000+02:00
6,883086.548,1,2020-07-01T00:00:00.000+02:00
7,884240.341,1,2020-08-01T00:00:00.000+02:00
8,844042.251,1,2020-09-01T00:00:00.000+02:00
9,848048.821,1,2020-10-01T00:00:00.000+02:00
10,854810.773,1,2020-11-01T00:00:00.000+01:00
11,873158.298,1,2020-12-01T00:00:00.000+01:00
