,value,percentage,datetime
0,458471.77,1,2020-01-01T00:00:00.000+01:00
1,389007.747,1,2020-02-01T00:00:00.000+01:00
2,394485.672,1,2020-03-01T00:00:00.000+01:00
3,337487.516,1,2020-04-01T00:00:00.000+02:00
4,347169.665,1,2020-05-01T00:00:00.000+02:00
5,385510.529,1,2020-06-01T00:00:00.000+02:00
6,497827.803,1,2020-07-01T00:00:00.000+02:00
7,489402.967,1,2020-08-01T00:00:00.000+02:00
8,422010.656,1,2020-09-01T00:00:00.000+02:00
9,396197.376,1,2020-10-01T00:00:00.000+02:00
10,405048.58,1,2020-11-01T00:00:00.000+01:00
11,428972.183,1,2020-12-01T00:00:00.000+01:00
