,value,percentage,datetime
0,1289529.098,1,2020-01-01T00:00:00.000+01:00
1,1158160.686,1,2020-02-01T00:00:00.000+01:00
2,1127288.907,1,2020-03-01T00:00:00.000+01:00
3,903667.226,1,2020-04-01T00:00:00.000+02:00
4,975778.847,1,2020-05-01T00:00:00.000+02:00
5,1031437.936,1,2020-06-01T00:00:00.000+02:00
6,1226900.23,1,2020-07-01T00:00:00.000+02:00
7,1126916.921,1,2020-08-01T00:00:00.000+02:00
8,1084962.292,1,2020-09-01T00:00:00.000+02:00
9,1156341.074,1,2020-10-01T00:00:00.000+02:00
10,1143244.181,1,2020-11-01T00:00:00.000+01:00
11,1205269.286,1,2020-12-01T00:00:00.000+01:00
