,value,percentage,datetime
0,1464723.239,1,2020-01-01T00:00:00.000+01:00
1,1370961.607,1,2020-02-01T00:00:00.000+01:00
2,1354901.587,1,2020-03-01T00:00:00.000+01:00
3,969319.589,1,2020-04-01T00:00:00.000+02:00
4,1122317.097,1,2020-05-01T00:00:00.000+02:00
5,1157223.566,1,2020-06-01T00:00:00.000+02:00
6,1211455.235,1,2020-07-01T00:00:00.000+02:00
7,987600.964,1,2020-08-01T00:00:00.000+02:00
8,1253870.065,1,2020-09-01T00:00:00.000+02:00
9,1374290.634,1,2020-10-01T00:00:00.000+02:00
10,1348346.356,1,2020-11-01T00:00:00.000+01:00
11,1322546.667,1,2020-12-01T00:00:00.000+01:00
