,Provincias,Ramas de actividad,periodo,Total
355,39,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2479943.0
356,39,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,2671327.0
357,39,C. - De las cuales: Industria manufacturera,2021,2264179.0
358,39,C. - De las cuales: Industria manufacturera,2020,2001452.0
359,39,C. - De las cuales: Industria manufacturera,2019,2188319.0
360,39,F. Construcción,2021,824530.0
361,39,F. Construcción,2020,810175.0
362,39,F. Construcción,2019,929138.0
363,39,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2693982.0
364,39,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2319072.0
365,39,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2921214.0
366,39,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,3078541.0
367,39,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2940643.0
368,39,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2967918.0
369,39,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3069890.0
370,39,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3022731.0
371,39,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3217884.0
372,39,Valor añadido bruto total,2021,12686306.0
373,39,Valor añadido bruto total,2020,11727623.0
374,39,Valor añadido bruto total,2019,12861251.0
375,39,Impuestos netos sobre los productos,2021,1335761.0
376,39,Impuestos netos sobre los productos,2020,1124700.0
377,39,Impuestos netos sobre los productos,2019,1319508.0
378,12,"A. Agricultura, ganadería, silvicultura y pesca",2021,429078.0
379,12,"A. Agricultura, ganadería, silvicultura y pesca",2020,394736.0
380,12,"A. Agricultura, ganadería, silvicultura y pesca",2019,366391.0
381,12,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5233733.0
382,12,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,4312375.0
383,12,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,4928270.0
384,12,C. - De las cuales: Industria manufacturera,2021,4811949.0
385,12,C. - De las cuales: Industria manufacturera,2020,3975218.0
386,12,C. - De las cuales: Industria manufacturera,2019,4574401.0
387,12,F. Construcción,2021,758542.0
388,12,F. Construcción,2020,749752.0
389,12,F. Construcción,2019,889592.0
390,12,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2930316.0
391,12,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2492836.0
392,12,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,3183379.0
393,12,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2748923.0
394,12,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2600229.0
395,12,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2651625.0
396,12,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2508262.0
397,12,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2431729.0
398,12,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2566816.0
399,12,Valor añadido bruto total,2021,14608854.0
400,12,Valor añadido bruto total,2020,12981657.0
401,12,Valor añadido bruto total,2019,14586073.0
402,12,Impuestos netos sobre los productos,2021,1538189.0
403,12,Impuestos netos sobre los productos,2020,1244964.0
404,12,Impuestos netos sobre los productos,2019,1496468.0
405,13,"A. Agricultura, ganadería, silvicultura y pesca",2021,962771.0
406,13,"A. Agricultura, ganadería, silvicultura y pesca",2020,1067394.0
407,13,"A. Agricultura, ganadería, silvicultura y pesca",2019,868740.0
408,13,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1830190.0
409,13,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1425229.0
410,13,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1844805.0
411,13,C. - De las cuales: Industria manufacturera,2021,1547223.0
412,13,C. - De las cuales: Industria manufacturera,2020,1184306.0
413,13,C. - De las cuales: Industria manufacturera,2019,1589514.0
414,13,F. Construcción,2021,660968.0
415,13,F. Construcción,2020,635088.0
416,13,F. Construcción,2019,697770.0
417,13,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2003563.0
418,13,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1764264.0
419,13,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2097107.0
420,13,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1715384.0
421,13,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1655507.0
422,13,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1669390.0
423,13,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2628011.0
424,13,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2573562.0
425,13,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2589507.0
426,13,Valor añadido bruto total,2021,9800887.0
427,13,Valor añadido bruto total,2020,9121044.0
428,13,Valor añadido bruto total,2019,9767319.0
429,13,Impuestos netos sobre los productos,2021,1031951.0
430,13,Impuestos netos sobre los productos,2020,874725.0
431,13,Impuestos netos sobre los productos,2019,1002084.0
432,14,"A. Agricultura, ganadería, silvicultura y pesca",2021,1495086.0
433,14,"A. Agricultura, ganadería, silvicultura y pesca",2020,1135706.0
434,14,"A. Agricultura, ganadería, silvicultura y pesca",2019,851623.0
435,14,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1519904.0
436,14,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1269133.0
437,14,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1391994.0
438,14,C. - De las cuales: Industria manufacturera,2021,1230162.0
439,14,C. - De las cuales: Industria manufacturera,2020,1011867.0
440,14,C. - De las cuales: Industria manufacturera,2019,1051099.0
441,14,F. Construcción,2021,780631.0
442,14,F. Construcción,2020,689441.0
443,14,F. Construcción,2019,789781.0
444,14,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2674401.0
445,14,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2262007.0
446,14,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,3046711.0
447,14,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2786778.0
448,14,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2665513.0
449,14,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2738673.0
450,14,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3966979.0
451,14,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3847235.0
452,14,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3989016.0
453,14,Valor añadido bruto total,2021,13223779.0
454,14,Valor añadido bruto total,2020,11869035.0
455,14,Valor añadido bruto total,2019,12807798.0
456,14,Impuestos netos sobre los productos,2021,1392352.0
457,14,Impuestos netos sobre los productos,2020,1138262.0
458,14,Impuestos netos sobre los productos,2019,1314024.0
459,15,"A. Agricultura, ganadería, silvicultura y pesca",2021,971640.0
460,15,"A. Agricultura, ganadería, silvicultura y pesca",2020,908992.0
461,15,"A. Agricultura, ganadería, silvicultura y pesca",2019,963008.0
462,15,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,3953030.0
463,15,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,3628728.0
464,15,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,4181304.0
465,15,C. - De las cuales: Industria manufacturera,2021,2597552.0
466,15,C. - De las cuales: Industria manufacturera,2020,2355242.0
467,15,C. - De las cuales: Industria manufacturera,2019,2912326.0
468,15,F. Construcción,2021,1762785.0
469,15,F. Construcción,2020,1716942.0
470,15,F. Construcción,2019,1887684.0
471,15,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,6169564.0
472,15,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,5397387.0
473,15,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,6485156.0
474,15,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5622858.0
475,15,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5371364.0
476,15,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5434532.0
477,15,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,6262883.0
478,15,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,6118677.0
479,15,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6187238.0
480,15,Valor añadido bruto total,2021,24742760.0
481,15,Valor añadido bruto total,2020,23142090.0
482,15,Valor añadido bruto total,2019,25138922.0
483,15,Impuestos netos sobre los productos,2021,2605205.0
484,15,Impuestos netos sobre los productos,2020,2219368.0
485,15,Impuestos netos sobre los productos,2019,2579144.0
486,16,"A. Agricultura, ganadería, silvicultura y pesca",2021,757799.0
487,16,"A. Agricultura, ganadería, silvicultura y pesca",2020,695451.0
488,16,"A. Agricultura, ganadería, silvicultura y pesca",2019,695787.0
489,16,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,513832.0
490,16,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,433609.0
491,16,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,471007.0
492,16,C. - De las cuales: Industria manufacturera,2021,288247.0
493,16,C. - De las cuales: Industria manufacturera,2020,254710.0
494,16,C. - De las cuales: Industria manufacturera,2019,272495.0
495,16,F. Construcción,2021,273704.0
496,16,F. Construcción,2020,252164.0
497,16,F. Construcción,2019,276267.0
498,16,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,987352.0
499,16,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,898560.0
500,16,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1063817.0
501,16,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,671677.0
502,16,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,645053.0
503,16,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,655596.0
504,16,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,952006.0
505,16,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,903256.0
506,16,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,932880.0
507,16,Valor añadido bruto total,2021,4156370.0
508,16,Valor añadido bruto total,2020,3828093.0
509,16,Valor añadido bruto total,2019,4095354.0
510,16,Impuestos netos sobre los productos,2021,437631.0
511,16,Impuestos netos sobre los productos,2020,367121.0
512,16,Impuestos netos sobre los productos,2019,420166.0
513,20,"A. Agricultura, ganadería, silvicultura y pesca",2021,91933.0
514,20,"A. Agricultura, ganadería, silvicultura y pesca",2020,96251.0
515,20,"A. Agricultura, ganadería, silvicultura y pesca",2019,119345.0
516,20,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5921660.0
517,20,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5176787.0
518,20,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5707550.0
519,20,C. - De las cuales: Industria manufacturera,2021,5534807.0
520,20,C. - De las cuales: Industria manufacturera,2020,4897711.0
521,20,C. - De las cuales: Industria manufacturera,2019,5470374.0
522,20,F. Construcción,2021,1186543.0
523,20,F. Construcción,2020,1160660.0
524,20,F. Construcción,2019,1497326.0
525,20,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,4963137.0
526,20,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4277263.0
527,20,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,5254022.0
528,20,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,4743611.0
529,20,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4586643.0
530,20,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,4677171.0
531,20,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4661181.0
532,20,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4626774.0
533,20,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4959233.0
534,20,Valor añadido bruto total,2021,21568065.0
535,20,Valor añadido bruto total,2020,19924378.0
536,20,Valor añadido bruto total,2019,22214647.0
537,20,Impuestos netos sobre los productos,2021,2270935.0
538,20,Impuestos netos sobre los productos,2020,1910784.0
539,20,Impuestos netos sobre los productos,2019,2279126.0
540,17,"A. Agricultura, ganadería, silvicultura y pesca",2021,504047.0
541,17,"A. Agricultura, ganadería, silvicultura y pesca",2020,587367.0
542,17,"A. Agricultura, ganadería, silvicultura y pesca",2019,631719.0
543,17,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2877101.0
544,17,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2471563.0
545,17,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,2455373.0
546,17,C. - De las cuales: Industria manufacturera,2021,2443136.0
547,17,C. - De las cuales: Industria manufacturera,2020,2089661.0
548,17,C. - De las cuales: Industria manufacturera,2019,2079978.0
549,17,F. Construcción,2021,1382527.0
550,17,F. Construcción,2020,1333140.0
551,17,F. Construcción,2019,1477548.0
552,17,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,5538267.0
553,17,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4718878.0
554,17,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,6238839.0
555,17,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5196307.0
556,17,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4943076.0
557,17,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5049800.0
558,17,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3822602.0
559,17,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3758477.0
560,17,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3943933.0
561,17,Valor añadido bruto total,2021,19320851.0
562,17,Valor añadido bruto total,2020,17812501.0
563,17,Valor añadido bruto total,2019,19797212.0
564,17,Impuestos netos sobre los productos,2021,2034323.0
565,17,Impuestos netos sobre los productos,2020,1708251.0
566,17,Impuestos netos sobre los productos,2019,2031108.0
567,18,"A. Agricultura, ganadería, silvicultura y pesca",2021,1088230.0
568,18,"A. Agricultura, ganadería, silvicultura y pesca",2020,1058030.0
569,18,"A. Agricultura, ganadería, silvicultura y pesca",2019,1075910.0
570,18,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1549956.0
571,18,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1399420.0
572,18,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1291695.0
573,18,C. - De las cuales: Industria manufacturera,2021,713568.0
574,18,C. - De las cuales: Industria manufacturera,2020,612214.0
575,18,C. - De las cuales: Industria manufacturera,2019,631141.0
576,18,F. Construcción,2021,900062.0
577,18,F. Construcción,2020,947043.0
578,18,F. Construcción,2019,1179578.0
579,18,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,3580557.0
580,18,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2979032.0
581,18,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,3897511.0
582,18,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,3743645.0
583,18,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,3565696.0
584,18,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,3690752.0
585,18,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4645227.0
586,18,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4470191.0
587,18,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4630985.0
588,18,Valor añadido bruto total,2021,15507677.0
589,18,Valor añadido bruto total,2020,14419412.0
590,18,Valor añadido bruto total,2019,15766431.0
591,18,Impuestos netos sobre los productos,2021,1632828.0
592,18,Impuestos netos sobre los productos,2020,1382848.0
593,18,Impuestos netos sobre los productos,2019,1617567.0
594,19,"A. Agricultura, ganadería, silvicultura y pesca",2021,219859.0
595,19,"A. Agricultura, ganadería, silvicultura y pesca",2020,208007.0
596,19,"A. Agricultura, ganadería, silvicultura y pesca",2019,184310.0
597,19,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1389705.0
598,19,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1219830.0
599,19,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1357634.0
600,19,C. - De las cuales: Industria manufacturera,2021,826448.0
601,19,C. - De las cuales: Industria manufacturera,2020,771768.0
602,19,C. - De las cuales: Industria manufacturera,2019,859030.0
603,19,F. Construcción,2021,256396.0
604,19,F. Construcción,2020,267054.0
605,19,F. Construcción,2019,336046.0
606,19,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,870770.0
607,19,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,747142.0
608,19,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,857710.0
609,19,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1101430.0
610,19,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1044130.0
611,19,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1074778.0
612,19,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1140388.0
