,energia (MWh),type,code_com,mes,year,porcentaje_generacion
2705,52600.684,Otras renovables,7,12,2021,0.03787
2718,1156726.799,Hidráulica,8,1,2021,0.4081
2719,1448328.696,Hidráulica,8,2,2021,0.46685
2720,1206854.01,Hidráulica,8,3,2021,0.45788
2721,688403.318,Hidráulica,8,4,2021,0.41266
2722,290441.517,Hidráulica,8,5,2021,0.17964
2723,437704.852,Hidráulica,8,6,2021,0.30705
2724,621623.371,Hidráulica,8,7,2021,0.36594
2725,890971.875,Hidráulica,8,8,2021,0.4636
2726,670404.721,Hidráulica,8,9,2021,0.42076
2727,436414.186,Hidráulica,8,10,2021,0.27174
2728,418506.807,Hidráulica,8,11,2021,0.2248
2729,499906.223,Hidráulica,8,12,2021,0.23679
2730,1572457.728,Eólica,8,1,2021,0.55477
2731,1543768.847,Eólica,8,2,2021,0.49761
2732,1236567.347,Eólica,8,3,2021,0.46915
2733,803095.193,Eólica,8,4,2021,0.48141
2734,1117194.048,Eólica,8,5,2021,0.69099
2735,781909.447,Eólica,8,6,2021,0.54851
2736,861972.109,Eólica,8,7,2021,0.50742
2737,800036.86,Eólica,8,8,2021,0.41629
2738,741561.983,Eólica,8,9,2021,0.46542
2739,983641.903,Eólica,8,10,2021,0.61248
2740,1301057.976,Eólica,8,11,2021,0.69885
2741,1513642.083,Eólica,8,12,2021,0.71696
2742,56869.972,Solar fotovoltaica,8,1,2021,0.02006
2743,66556.204,Solar fotovoltaica,8,2,2021,0.02145
2744,135179.263,Solar fotovoltaica,8,3,2021,0.05129
2745,126849.586,Solar fotovoltaica,8,4,2021,0.07604
2746,167113.864,Solar fotovoltaica,8,5,2021,0.10336
2747,167295.625,Solar fotovoltaica,8,6,2021,0.11736
2748,194047.762,Solar fotovoltaica,8,7,2021,0.11423
2749,177050.785,Solar fotovoltaica,8,8,2021,0.09213
2750,122419.615,Solar fotovoltaica,8,9,2021,0.07683
2751,125618.954,Solar fotovoltaica,8,10,2021,0.07822
2752,87594.565,Solar fotovoltaica,8,11,2021,0.04705
2753,59680.733,Solar fotovoltaica,8,12,2021,0.02827
2754,48365.712,Otras renovables,8,1,2021,0.01706
2755,43697.575,Otras renovables,8,2,2021,0.01409
2756,57149.056,Otras renovables,8,3,2021,0.02168
2757,49875.952,Otras renovables,8,4,2021,0.0299
2758,42052.955,Otras renovables,8,5,2021,0.02601
2759,38616.282,Otras renovables,8,6,2021,0.02709
2760,21077.659,Otras renovables,8,7,2021,0.01241
2761,53787.808,Otras renovables,8,8,2021,0.02799
2762,58925.46,Otras renovables,8,9,2021,0.03698
2763,60321.777,Otras renovables,8,10,2021,0.03756
2764,54550.345,Otras renovables,8,11,2021,0.0293
2765,37973.421,Otras renovables,8,12,2021,0.01799
2778,304809.796,Hidráulica,9,1,2021,0.40673
2779,281952.551,Hidráulica,9,2,2021,0.50268
2780,313921.572,Hidráulica,9,3,2021,0.52301
2781,306887.187,Hidráulica,9,4,2021,0.57356
2782,424622.167,Hidráulica,9,5,2021,0.60327
2783,396508.174,Hidráulica,9,6,2021,0.63656
2784,256177.832,Hidráulica,9,7,2021,0.45878
2785,240942.055,Hidráulica,9,8,2021,0.49542
2786,224538.47,Hidráulica,9,9,2021,0.53558
2787,172299.286,Hidráulica,9,10,2021,0.47393
2788,141040.659,Hidráulica,9,11,2021,0.27914
2789,317869.122,Hidráulica,9,12,2021,0.47271
2790,393973.253,Eólica,9,1,2021,0.52571
2791,231861.484,Eólica,9,2,2021,0.41338
2792,221698.637,Eólica,9,3,2021,0.36936
2793,162255.465,Eólica,9,4,2021,0.30325
2794,203431.583,Eólica,9,5,2021,0.28902
2795,151007.973,Eólica,9,6,2021,0.24243
2796,222029.968,Eólica,9,7,2021,0.39763
2797,171972.542,Eólica,9,8,2021,0.3536
2798,130254.146,Eólica,9,9,2021,0.31069
2799,125566.86,Eólica,9,10,2021,0.34539
2800,313649.077,Eólica,9,11,2021,0.62075
2801,306349.158,Eólica,9,12,2021,0.45558
2802,19291.117,Solar fotovoltaica,9,1,2021,0.02574
2803,19914.449,Solar fotovoltaica,9,2,2021,0.0355
2804,35125.996,Solar fotovoltaica,9,3,2021,0.05852
2805,33403.295,Solar fotovoltaica,9,4,2021,0.06243
2806,43464.383,Solar fotovoltaica,9,5,2021,0.06175
2807,41692.932,Solar fotovoltaica,9,6,2021,0.06693
2808,46367.863,Solar fotovoltaica,9,7,2021,0.08304
2809,40925.991,Solar fotovoltaica,9,8,2021,0.08415
2810,31712.706,Solar fotovoltaica,9,9,2021,0.07564
2811,30396.481,Solar fotovoltaica,9,10,2021,0.08361
2812,20273.577,Solar fotovoltaica,9,11,2021,0.04012
2813,16719.041,Solar fotovoltaica,9,12,2021,0.02486
2814,5151.617,Solar térmica,9,1,2021,0.00687
2815,4460.225,Solar térmica,9,2,2021,0.00795
2816,7944.003,Solar térmica,9,3,2021,0.01324
2817,6473.49,Solar térmica,9,4,2021,0.0121
2818,6657.92,Solar térmica,9,5,2021,0.00946
2819,9631.26,Solar térmica,9,6,2021,0.01546
2820,9023.407,Solar térmica,9,7,2021,0.01616
2821,9704.384,Solar térmica,9,8,2021,0.01995
2822,8364.173,Solar térmica,9,9,2021,0.01995
2823,8961.755,Solar térmica,9,10,2021,0.02465
2824,6788.279,Solar térmica,9,11,2021,0.01343
2825,4233.212,Solar térmica,9,12,2021,0.0063
2826,13330.861,Otras renovables,9,1,2021,0.01779
2827,12206.882,Otras renovables,9,2,2021,0.02176
2828,14986.555,Otras renovables,9,3,2021,0.02497
2829,14087.915,Otras renovables,9,4,2021,0.02633
2830,12137.501,Otras renovables,9,5,2021,0.01724
2831,11316.538,Otras renovables,9,6,2021,0.01817
2832,11798.21,Otras renovables,9,7,2021,0.02113
2833,10659.251,Otras renovables,9,8,2021,0.02192
2834,12685.698,Otras renovables,9,9,2021,0.03026
2835,13878.846,Otras renovables,9,10,2021,0.03818
2836,13053.68,Otras renovables,9,11,2021,0.02583
2837,14790.403,Otras renovables,9,12,2021,0.022
2838,12854.714,Residuos renovables,9,1,2021,0.01715
2839,10500.627,Residuos renovables,9,2,2021,0.01872
2840,6547.72,Residuos renovables,9,3,2021,0.01091
2841,11953.6745,Residuos renovables,9,4,2021,0.02234
2842,13551.725,Residuos renovables,9,5,2021,0.01925
2843,12739.654,Residuos renovables,9,6,2021,0.02045
2844,12990.662,Residuos renovables,9,7,2021,0.02326
2845,12137.019,Residuos renovables,9,8,2021,0.02496
2846,11684.6345,Residuos renovables,9,9,2021,0.02787
2847,12451.9085,Residuos renovables,9,10,2021,0.03425
2848,10471.526,Residuos renovables,9,11,2021,0.02072
2849,12481.301,Residuos renovables,9,12,2021,0.01856
2862,26490.113,Hidráulica,13,1,2021,0.56189
2863,38930.522,Hidráulica,13,2,2021,0.601
2864,24195.068,Hidráulica,13,3,2021,0.44873
2865,13088.903,Hidráulica,13,4,2021,0.31487
2866,8455.222,Hidráulica,13,5,2021,0.21533
2867,10519.844,Hidráulica,13,6,2021,0.25626
2868,11175.877,Hidráulica,13,7,2021,0.26686
2869,11293.412,Hidráulica,13,8,2021,0.30498
2870,6847.758,Hidráulica,13,9,2021,0.20074
2871,4728.201,Hidráulica,13,10,2021,0.13831
2872,3614.52,Hidráulica,13,11,2021,0.11975
2873,4046.756,Hidráulica,13,12,2021,0.133
2874,2725.131,Solar fotovoltaica,13,1,2021,0.0578
2875,4573.041,Solar fotovoltaica,13,2,2021,0.0706
2876,7409.164,Solar fotovoltaica,13,3,2021,0.13741
2877,6904.51,Solar fotovoltaica,13,4,2021,0.1661
2878,9294.889,Solar fotovoltaica,13,5,2021,0.23671
2879,9123.747,Solar fotovoltaica,13,6,2021,0.22225
2880,10106.43,Solar fotovoltaica,13,7,2021,0.24132
2881,9325.536,Solar fotovoltaica,13,8,2021,0.25183
2882,7117.108,Solar fotovoltaica,13,9,2021,0.20864
2883,6518.099,Solar fotovoltaica,13,10,2021,0.19067
2884,4832.764,Solar fotovoltaica,13,11,2021,0.16011
2885,3622.212,Solar fotovoltaica,13,12,2021,0.11905
2886,12840.69,Otras renovables,13,1,2021,0.27237
2887,14136.785,Otras renovables,13,2,2021,0.21824
2888,15947.701,Otras renovables,13,3,2021,0.29577
2889,14197.974,Otras renovables,13,4,2021,0.34155
2890,15235.443,Otras renovables,13,5,2021,0.388
2891,14541.792,Otras renovables,13,6,2021,0.35423
2892,14197.692,Otras renovables,13,7,2021,0.33901
2893,13566.525,Otras renovables,13,8,2021,0.36636
2894,13789.603,Otras renovables,13,9,2021,0.40424
2895,15370.066,Otras renovables,13,10,2021,0.44961
2896,14372.295,Otras renovables,13,11,2021,0.47617
2897,15386.281,Otras renovables,13,12,2021,0.50569
2898,5088.562,Residuos renovables,13,1,2021,0.10794
2899,7136.069,Residuos renovables,13,2,2021,0.11016
2900,6367.0315,Residuos renovables,13,3,2021,0.11809
2901,7378.2305,Residuos renovables,13,4,2021,0.17749
2902,6281.27,Residuos renovables,13,5,2021,0.15996
2903,6866.485,Residuos renovables,13,6,2021,0.16726
2904,6399.558,Residuos renovables,13,7,2021,0.15281
2905,2845.0535,Residuos renovables,13,8,2021,0.07683
2906,6357.6465,Residuos renovables,13,9,2021,0.18638
2907,7568.858,Residuos renovables,13,10,2021,0.22141
2908,7363.8455,Residuos renovables,13,11,2021,0.24397
2909,7371.3225,Residuos renovables,13,12,2021,0.24227
2922,90894.154,Hidráulica,14,1,2021,0.19361
2923,87206.919,Hidráulica,14,2,2021,0.21478
2924,68967.438,Hidráulica,14,3,2021,0.14362
2925,27645.648,Hidráulica,14,4,2021,0.07374
2926,22567.477,Hidráulica,14,5,2021,0.08015
2927,25468.707,Hidráulica,14,6,2021,0.09244
2928,19257.172,Hidráulica,14,7,2021,0.05152
2929,17414.277,Hidráulica,14,8,2021,0.05306
2930,11991.399,Hidráulica,14,9,2021,0.0515
2931,6889.344,Hidráulica,14,10,2021,0.02173
2932,23163.448,Hidráulica,14,11,2021,0.05233
2933,65543.093,Hidráulica,14,12,2021,0.225
2934,336028.34,Eólica,14,1,2021,0.71575
2935,277766.054,Eólica,14,2,2021,0.6841
2936,366880.549,Eólica,14,3,2021,0.764
2937,297800.924,Eólica,14,4,2021,0.79435
2938,200994.593,Eólica,14,5,2021,0.71383
2939,189011.221,Eólica,14,6,2021,0.68606
2940,291005.426,Eólica,14,7,2021,0.77852
2941,248650.644,Eólica,14,8,2021,0.75768
2942,167937.969,Eólica,14,9,2021,0.72124
2943,258895.389,Eólica,14,10,2021,0.81642
2944,378790.815,Eólica,14,11,2021,0.85573
2945,188926.226,Eólica,14,12,2021,0.64856
2946,14460.216,Solar fotovoltaica,14,1,2021,0.0308
2947,15507.532,Solar fotovoltaica,14,2,2021,0.03819
2948,26556.41,Solar fotovoltaica,14,3,2021,0.0553
2949,25282.226,Solar fotovoltaica,14,4,2021,0.06744
2950,32122.412,Solar fotovoltaica,14,5,2021,0.11408
2951,33173.439,Solar fotovoltaica,14,6,2021,0.12041
2952,35200.485,Solar fotovoltaica,14,7,2021,0.09417
2953,35552.116,Solar fotovoltaica,14,8,2021,0.10833
2954,24891.625,Solar fotovoltaica,14,9,2021,0.1069
2955,24726.665,Solar fotovoltaica,14,10,2021,0.07797
2956,14978.132,Solar fotovoltaica,14,11,2021,0.03384
2957,7721.803,Solar fotovoltaica,14,12,2021,0.02651
2958,28092.78,Otras renovables,14,1,2021,0.05984
2959,25550.391,Otras renovables,14,2,2021,0.06293
2960,17803.234,Otras renovables,14,3,2021,0.03707
2961,24168.273,Otras renovables,14,4,2021,0.06447
2962,25886.341,Otras renovables,14,5,2021,0.09194
2963,27849.648,Otras renovables,14,6,2021,0.10109
2964,28328.314,Otras renovables,14,7,2021,0.07579
2965,26557.396,Otras renovables,14,8,2021,0.08092
2966,28025.216,Otras renovables,14,9,2021,0.12036
2967,26599.727,Otras renovables,14,10,2021,0.08388
2968,25717.564,Otras renovables,14,11,2021,0.0581
2969,29110.597,Otras renovables,14,12,2021,0.09993
2982,24136.491,Hidráulica,15,1,2021,0.05533
2983,42168.572,Hidráulica,15,2,2021,0.14377
2984,57353.784,Hidráulica,15,3,2021,0.19036
2985,55178.804,Hidráulica,15,4,2021,0.23905
2986,50876.323,Hidráulica,15,5,2021,0.17395
2987,37953.239,Hidráulica,15,6,2021,0.17976
2988,35459.233,Hidráulica,15,7,2021,0.15603
2989,40319.814,Hidráulica,15,8,2021,0.18833
2990,35589.356,Hidráulica,15,9,2021,0.18645
2991,28930.73,Hidráulica,15,10,2021,0.15452
2992,23869.564,Hidráulica,15,11,2021,0.06364
2993,27798.868,Hidráulica,15,12,2021,0.06757
2994,377426.174,Eólica,15,1,2021,0.86522
2995,215209.702,Eólica,15,2,2021,0.73373
2996,192870.853,Eólica,15,3,2021,0.64016
2997,129155.918,Eólica,15,4,2021,0.55955
2998,172897.027,Eólica,15,5,2021,0.59113
2999,106706.223,Eólica,15,6,2021,0.50541
3000,116428.0,Eólica,15,7,2021,0.51231
3001,108016.688,Eólica,15,8,2021,0.50452
3002,95312.284,Eólica,15,9,2021,0.49933
3003,107799.05,Eólica,15,10,2021,0.57575
3004,310544.713,Eólica,15,11,2021,0.82794
3005,347777.406,Eólica,15,12,2021,0.84538
3006,30330.378,Solar fotovoltaica,15,1,2021,0.06953
3007,30658.992,Solar fotovoltaica,15,2,2021,0.10453
3008,43083.276,Solar fotovoltaica,15,3,2021,0.143
3009,38759.429,Solar fotovoltaica,15,4,2021,0.16792
3010,54726.513,Solar fotovoltaica,15,5,2021,0.18711
3011,52423.209,Solar fotovoltaica,15,6,2021,0.2483
3012,57899.889,Solar fotovoltaica,15,7,2021,0.25477
3013,53082.407,Solar fotovoltaica,15,8,2021,0.24794
3014,49131.451,Solar fotovoltaica,15,9,2021,0.25739
3015,43722.699,Solar fotovoltaica,15,10,2021,0.23352
3016,34275.544,Solar fotovoltaica,15,11,2021,0.09138
3017,30749.789,Solar fotovoltaica,15,12,2021,0.07475
3018,1286.261,Solar térmica,15,1,2021,0.00295
3019,2365.916,Solar térmica,15,2,2021,0.00807
3020,4544.027,Solar térmica,15,3,2021,0.01508
3021,4235.468,Solar térmica,15,4,2021,0.01835
3022,10617.201,Solar térmica,15,5,2021,0.0363
3023,10716.084,Solar térmica,15,6,2021,0.05076
3024,14086.011,Solar térmica,15,7,2021,0.06198
3025,9407.691,Solar térmica,15,8,2021,0.04394
3026,7419.033,Solar térmica,15,9,2021,0.03887
3027,3381.809,Solar térmica,15,10,2021,0.01806
3028,3478.634,Solar térmica,15,11,2021,0.00927
3029,2324.858,Solar térmica,15,12,2021,0.00565
3030,3039.889,Otras renovables,15,1,2021,0.00697
3031,2904.0,Otras renovables,15,2,2021,0.0099
3032,3433.155,Otras renovables,15,3,2021,0.0114
3033,3492.078,Otras renovables,15,4,2021,0.01513
3034,3366.127,Otras renovables,15,5,2021,0.01151
3035,3331.075,Otras renovables,15,6,2021,0.01578
3036,3388.344,Otras renovables,15,7,2021,0.01491
3037,3270.122,Otras renovables,15,8,2021,0.01527
3038,3430.135,Otras renovables,15,9,2021,0.01797
3039,3398.059,Otras renovables,15,10,2021,0.01815
3040,2913.321,Otras renovables,15,11,2021,0.00777
3041,2736.693,Otras renovables,15,12,2021,0.00665
3054,289223.834,Hidráulica,16,1,2021,0.57167
3055,192870.831,Hidráulica,16,2,2021,0.40501
3056,309890.547,Hidráulica,16,3,2021,0.34944
3057,433854.241,Hidráulica,16,4,2021,0.46297
3058,268819.16,Hidráulica,16,5,2021,0.24429
3059,224574.493,Hidráulica,16,6,2021,0.2166
3060,285640.415,Hidráulica,16,7,2021,0.22087
3061,45344.951,Hidráulica,16,8,2021,0.04623
3062,12898.343,Hidráulica,16,9,2021,0.01836
3063,11603.621,Hidráulica,16,10,2021,0.01878
3064,51522.777,Hidráulica,16,11,2021,0.10746
3065,56232.97,Hidráulica,16,12,2021,0.15285
3066,10547.9,Eólica,16,1,2021,0.02085
3067,11496.626,Eólica,16,2,2021,0.02414
3068,14030.015,Eólica,16,3,2021,0.01582
3069,9632.717,Eólica,16,4,2021,0.01028
3070,9627.248,Eólica,16,5,2021,0.00875
3071,7748.029,Eólica,16,6,2021,0.00747
3072,8760.473,Eólica,16,7,2021,0.00677
3073,5989.372,Eólica,16,8,2021,0.00611
3074,7568.856,Eólica,16,9,2021,0.01077
3075,8382.032,Eólica,16,10,2021,0.01356
3076,11813.139,Eólica,16,11,2021,0.02464
3077,19069.022,Eólica,16,12,2021,0.05183
3078,156722.305,Solar fotovoltaica,16,1,2021,0.30977
3079,206967.117,Solar fotovoltaica,16,2,2021,0.43461
3080,391489.913,Solar fotovoltaica,16,3,2021,0.44145
3081,373186.509,Solar fotovoltaica,16,4,2021,0.39823
3082,541538.905,Solar fotovoltaica,16,5,2021,0.49212
3083,522208.928,Solar fotovoltaica,16,6,2021,0.50367
3084,632236.957,Solar fotovoltaica,16,7,2021,0.48888
3085,616761.11,Solar fotovoltaica,16,8,2021,0.62876
3086,484801.652,Solar fotovoltaica,16,9,2021,0.69014
3087,442135.913,Solar fotovoltaica,16,10,2021,0.71552
3088,332474.741,Solar fotovoltaica,16,11,2021,0.69343
3089,238224.95,Solar fotovoltaica,16,12,2021,0.64752
3090,28798.59,Solar térmica,16,1,2021,0.05692
3091,46361.373,Solar térmica,16,2,2021,0.09735
3092,146539.648,Solar térmica,16,3,2021,0.16524
3093,104018.791,Solar térmica,16,4,2021,0.111
3094,255785.574,Solar térmica,16,5,2021,0.23244
3095,259402.748,Solar térmica,16,6,2021,0.2502
3096,341308.009,Solar térmica,16,7,2021,0.26392
3097,288415.742,Solar térmica,16,8,2021,0.29403
3098,173140.749,Solar térmica,16,9,2021,0.24647
3099,131223.949,Solar térmica,16,10,2021,0.21236
3100,62277.799,Solar térmica,16,11,2021,0.12989
3101,29775.827,Solar térmica,16,12,2021,0.08093
3102,20634.114,Otras renovables,16,1,2021,0.04078
3103,18521.234,Otras renovables,16,2,2021,0.03889
3104,24875.97,Otras renovables,16,3,2021,0.02805
3105,16424.247,Otras renovables,16,4,2021,0.01753
3106,24653.727,Otras renovables,16,5,2021,0.0224
3107,22864.02,Otras renovables,16,6,2021,0.02205
3108,25288.612,Otras renovables,16,7,2021,0.01955
3109,24409.182,Otras renovables,16,8,2021,0.02488
3110,24061.824,Otras renovables,16,9,2021,0.03425
3111,24574.312,Otras renovables,16,10,2021,0.03977
3112,21374.264,Otras renovables,16,11,2021,0.04458
3113,24603.288,Otras renovables,16,12,2021,0.06687
3126,1413430.997,Hidráulica,17,1,2021,0.56853
3127,1505956.673,Hidráulica,17,2,2021,0.53092
3128,1083248.775,Hidráulica,17,3,2021,0.54492
3129,699410.082,Hidráulica,17,4,2021,0.4995
3130,504451.519,Hidráulica,17,5,2021,0.38129
3131,481459.457,Hidráulica,17,6,2021,0.41805
3132,503801.955,Hidráulica,17,7,2021,0.49748
3133,262485.023,Hidráulica,17,8,2021,0.2961
3134,157684.864,Hidráulica,17,9,2021,0.2139
3135,152085.826,Hidráulica,17,10,2021,0.14841
3136,215015.87,Hidráulica,17,11,2021,0.18533
3137,712698.558,Hidráulica,17,12,2021,0.36124
3138,1025512.482,Eólica,17,1,2021,0.41249
3139,1273594.165,Eólica,17,2,2021,0.449
3140,848639.432,Eólica,17,3,2021,0.4269
3141,630268.028,Eólica,17,4,2021,0.45012
3142,761814.463,Eólica,17,5,2021,0.57582
3143,630042.156,Eólica,17,6,2021,0.54706
3144,462023.114,Eólica,17,7,2021,0.45623
3145,550034.71,Eólica,17,8,2021,0.62047
3146,517556.785,Eólica,17,9,2021,0.70206
3147,798279.259,Eólica,17,10,2021,0.779
3148,871576.581,Eólica,17,11,2021,0.75125
3149,1190750.238,Eólica,17,12,2021,0.60355
3150,914.91,Solar fotovoltaica,17,1,2021,0.00037
3151,1031.683,Solar fotovoltaica,17,2,2021,0.00036
3152,2160.924,Solar fotovoltaica,17,3,2021,0.00109
3153,2147.635,Solar fotovoltaica,17,4,2021,0.00153
3154,2634.633,Solar fotovoltaica,17,5,2021,0.00199
3155,2506.013,Solar fotovoltaica,17,6,2021,0.00218
3156,2577.361,Solar fotovoltaica,17,7,2021,0.00255
3157,2635.28,Solar fotovoltaica,17,8,2021,0.00297
3158,1884.868,Solar fotovoltaica,17,9,2021,0.00256
3159,1674.534,Solar fotovoltaica,17,10,2021,0.00163
3160,1341.015,Solar fotovoltaica,17,11,2021,0.00116
3161,819.778,Solar fotovoltaica,17,12,2021,0.00042
3162,32446.143,Otras renovables,17,1,2021,0.01305
3163,41794.285,Otras renovables,17,2,2021,0.01473
3164,38606.177,Otras renovables,17,3,2021,0.01942
3165,55329.653,Otras renovables,17,4,2021,0.03951
3166,47971.546,Otras renovables,17,5,2021,0.03626
3167,26578.995,Otras renovables,17,6,2021,0.02308
3168,28074.077,Otras renovables,17,7,2021,0.02772
3169,55375.859,Otras renovables,17,8,2021,0.06247
3170,45453.137,Otras renovables,17,9,2021,0.06166
3171,57427.209,Otras renovables,17,10,2021,0.05604
3172,58381.349,Otras renovables,17,11,2021,0.05032
3173,52218.432,Otras renovables,17,12,2021,0.02647
3174,13820.439,Residuos renovables,17,1,2021,0.00556
3175,14120.657,Residuos renovables,17,2,2021,0.00498
3176,15266.7695,Residuos renovables,17,3,2021,0.00768
3177,13074.226,Residuos renovables,17,4,2021,0.00934
3178,6128.5645,Residuos renovables,17,5,2021,0.00463
3179,11096.3075,Residuos renovables,17,6,2021,0.00963
3180,16225.0645,Residuos renovables,17,7,2021,0.01602
3181,15944.0285,Residuos renovables,17,8,2021,0.01799
3182,14618.165,Residuos renovables,17,9,2021,0.01983
3183,15280.441,Residuos renovables,17,10,2021,0.01491
3184,13857.7645,Residuos renovables,17,11,2021,0.01194
3185,16422.865,Residuos renovables,17,12,2021,0.00832
3198,277.963,Eólica,8743,1,2021,0.01729
3199,159.483,Eólica,8743,2,2021,0.00779
3200,306.115,Eólica,8743,3,2021,0.01284
3201,294.669,Eólica,8743,4,2021,0.01301
3202,189.554,Eólica,8743,5,2021,0.00664
3203,94.217,Eólica,8743,6,2021,0.0027
3204,106.017,Eólica,8743,7,2021,0.00306
3205,201.281,Eólica,8743,8,2021,0.00575
3206,274.448,Eólica,8743,9,2021,0.00915
3207,269.748,Eólica,8743,10,2021,0.01136
3208,61.364,Eólica,8743,11,2021,0.00267
3209,101.25,Eólica,8743,12,2021,0.00498
3210,8589.705,Solar fotovoltaica,8743,1,2021,0.53429
3211,9513.097,Solar fotovoltaica,8743,2,2021,0.46466
3212,13295.219,Solar fotovoltaica,8743,3,2021,0.55787
3213,14715.46,Solar fotovoltaica,8743,4,2021,0.64954
3214,22208.132,Solar fotovoltaica,8743,5,2021,0.77814
3215,21169.705,Solar fotovoltaica,8743,6,2021,0.60752
3216,22969.893,Solar fotovoltaica,8743,7,2021,0.66301
3217,21414.781,Solar fotovoltaica,8743,8,2021,0.61149
3218,17676.382,Solar fotovoltaica,8743,9,2021,0.58912
3219,16811.54,Solar fotovoltaica,8743,10,2021,0.70818
3220,8817.892,Solar fotovoltaica,8743,11,2021,0.38359
3221,11153.282,Solar fotovoltaica,8743,12,2021,0.54804
3222,57.757,Otras renovables,8743,1,2021,0.00359
3223,76.888,Otras renovables,8743,2,2021,0.00376
3224,137.787,Otras renovables,8743,3,2021,0.00578
3225,105.74,Otras renovables,8743,4,2021,0.00467
3226,118.546,Otras renovables,8743,5,2021,0.00415
3227,100.444,Otras renovables,8743,6,2021,0.00288
3228,96.151,Otras renovables,8743,7,2021,0.00278
3229,84.413,Otras renovables,8743,8,2021,0.00241
3230,81.382,Otras renovables,8743,9,2021,0.00271
3231,243.059,Otras renovables,8743,10,2021,0.01024
3232,240.076,Otras renovables,8743,11,2021,0.01044
3233,230.462,Otras renovables,8743,12,2021,0.01132
3234,7151.5275,Residuos renovables,8743,1,2021,0.44483
3235,10723.705,Residuos renovables,8743,2,2021,0.52379
3236,10093.0875,Residuos renovables,8743,3,2021,0.42351
3237,7539.3055,Residuos renovables,8743,4,2021,0.33279
3238,6023.664,Residuos renovables,8743,5,2021,0.21106
3239,13481.942,Residuos renovables,8743,6,2021,0.3869
3240,11473.026,Residuos renovables,8743,7,2021,0.33116
3241,13319.9895,Residuos renovables,8743,8,2021,0.38035
3242,11972.5045,Residuos renovables,8743,9,2021,0.39902
3243,6414.6,Residuos renovables,8743,10,2021,0.27021
3244,13868.3715,Residuos renovables,8743,11,2021,0.6033
3245,8866.093,Residuos renovables,8743,12,2021,0.43566
3258,15402.108,Hidráulica,20,1,2021,0.10424
3259,20891.095,Hidráulica,20,2,2021,0.19116
3260,17755.933,Hidráulica,20,3,2021,0.12891
3261,12484.9,Hidráulica,20,4,2021,0.11948
3262,12626.526,Hidráulica,20,5,2021,0.18239
3263,10694.393,Hidráulica,20,6,2021,0.15929
3264,12821.849,Hidráulica,20,7,2021,0.14655
3265,14016.445,Hidráulica,20,8,2021,0.16888
3266,6190.632,Hidráulica,20,9,2021,0.10555
3267,2813.361,Hidráulica,20,10,2021,0.03877
3268,5796.517,Hidráulica,20,11,2021,0.036
3269,9853.422,Hidráulica,20,12,2021,0.09792
3270,126564.559,Eólica,20,1,2021,0.85656
3271,80023.713,Eólica,20,2,2021,0.73225
3272,106078.27,Eólica,20,3,2021,0.77014
3273,78024.301,Eólica,20,4,2021,0.74666
3274,39047.666,Eólica,20,5,2021,0.56404
3275,38798.185,Eólica,20,6,2021,0.5779
3276,55639.61,Eólica,20,7,2021,0.63594
3277,49533.029,Eólica,20,8,2021,0.59681
3278,39129.84,Eólica,20,9,2021,0.66716
3279,56766.639,Eólica,20,10,2021,0.78231
3280,147507.567,Eólica,20,11,2021,0.91611
3281,85890.104,Eólica,20,12,2021,0.85354
3282,5153.449,Solar fotovoltaica,20,1,2021,0.03488
3283,7717.789,Solar fotovoltaica,20,2,2021,0.07062
3284,13143.273,Solar fotovoltaica,20,3,2021,0.09542
3285,13292.921,Solar fotovoltaica,20,4,2021,0.12721
3286,16882.492,Solar fotovoltaica,20,5,2021,0.24386
3287,16963.17,Solar fotovoltaica,20,6,2021,0.25267
3288,18335.209,Solar fotovoltaica,20,7,2021,0.20956
3289,18802.174,Solar fotovoltaica,20,8,2021,0.22654
3290,12635.07,Solar fotovoltaica,20,9,2021,0.21543
3291,12394.702,Solar fotovoltaica,20,10,2021,0.17081
3292,7276.071,Solar fotovoltaica,20,11,2021,0.04519
3293,4184.007,Solar fotovoltaica,20,12,2021,0.04158
3294,638.97,Otras renovables,20,1,2021,0.00432
3295,651.574,Otras renovables,20,2,2021,0.00596
3296,761.214,Otras renovables,20,3,2021,0.00553
3297,695.302,Otras renovables,20,4,2021,0.00665
3298,672.357,Otras renovables,20,5,2021,0.00971
3299,680.36,Otras renovables,20,6,2021,0.01013
3300,695.811,Otras renovables,20,7,2021,0.00795
3301,645.334,Otras renovables,20,8,2021,0.00778
3302,695.538,Otras renovables,20,9,2021,0.01186
3303,588.318,Otras renovables,20,10,2021,0.00811
3304,434.937,Otras renovables,20,11,2021,0.0027
3305,700.953,Otras renovables,20,12,2021,0.00697
3318,4.598,Solar fotovoltaica,8745,1,2021,0.00715
3319,4.886,Solar fotovoltaica,8745,2,2021,0.00844
3320,5.995,Solar fotovoltaica,8745,3,2021,0.01094
3321,6.145,Solar fotovoltaica,8745,4,2021,0.01225
3322,7.292,Solar fotovoltaica,8745,5,2021,0.01281
3323,7.16,Solar fotovoltaica,8745,6,2021,0.01444
3324,6.727,Solar fotovoltaica,8745,8,2021,0.01383
3325,6.098,Solar fotovoltaica,8745,9,2021,0.01298
3326,6.029,Solar fotovoltaica,8745,10,2021,0.0116
3327,2.005,Solar fotovoltaica,8745,11,2021,0.00416
