,energia (MWh),type,code_com,mes,year,porcentaje_generacion
2093,66897.092,Eólica,20,9,2020,0.75226
2094,85786.61,Eólica,20,10,2020,0.82529
2095,59266.503,Eólica,20,11,2020,0.83017
2096,107535.594,Eólica,20,12,2020,0.88461
2097,6043.202,Solar fotovoltaica,20,1,2020,0.0657
2098,10346.725,Solar fotovoltaica,20,2,2020,0.15254
2099,11976.377,Solar fotovoltaica,20,3,2020,0.10338
2100,11432.086,Solar fotovoltaica,20,4,2020,0.13093
2101,17245.595,Solar fotovoltaica,20,5,2020,0.18798
2102,15606.519,Solar fotovoltaica,20,6,2020,0.235
2103,18391.384,Solar fotovoltaica,20,7,2020,0.20823
2104,16649.497,Solar fotovoltaica,20,8,2020,0.19512
2105,14600.775,Solar fotovoltaica,20,9,2020,0.16419
2106,10674.666,Solar fotovoltaica,20,10,2020,0.10269
2107,6452.337,Solar fotovoltaica,20,11,2020,0.09038
2108,3536.516,Solar fotovoltaica,20,12,2020,0.02909
2109,634.365,Otras renovables,20,1,2020,0.0069
2110,796.972,Otras renovables,20,2,2020,0.01175
2111,575.286,Otras renovables,20,3,2020,0.00497
2112,444.327,Otras renovables,20,4,2020,0.00509
2113,319.561,Otras renovables,20,5,2020,0.00348
2114,665.713,Otras renovables,20,6,2020,0.01002
2115,630.041,Otras renovables,20,7,2020,0.00713
2116,635.009,Otras renovables,20,8,2020,0.00744
2117,569.028,Otras renovables,20,9,2020,0.0064
2118,707.711,Otras renovables,20,10,2020,0.00681
2119,658.835,Otras renovables,20,11,2020,0.00923
2120,802.813,Otras renovables,20,12,2020,0.0066
2133,4.709,Solar fotovoltaica,8745,1,2020,0.04313
2134,5.41,Solar fotovoltaica,8745,2,2020,0.01353
2135,6.338,Solar fotovoltaica,8745,3,2020,0.0115
2136,5.699,Solar fotovoltaica,8745,4,2020,0.01169
2137,8.014,Solar fotovoltaica,8745,5,2020,0.01596
2138,8.75,Solar fotovoltaica,8745,6,2020,0.01597
2139,7.909,Solar fotovoltaica,8745,7,2020,0.01437
2140,8.19,Solar fotovoltaica,8745,8,2020,0.01561
2141,6.833,Solar fotovoltaica,8745,9,2020,0.01315
2142,6.295,Solar fotovoltaica,8745,10,2020,0.01081
2143,4.727,Solar fotovoltaica,8745,11,2020,0.00902
2144,3.833,Solar fotovoltaica,8745,12,2020,0.01263
2145,104.48,Residuos renovables,8745,1,2020,0.95687
2146,394.3335,Residuos renovables,8745,2,2020,0.98647
2147,544.7555,Residuos renovables,8745,3,2020,0.9885
2148,481.928,Residuos renovables,8745,4,2020,0.98831
2149,494.111,Residuos renovables,8745,5,2020,0.98404
2150,539.1865,Residuos renovables,8745,6,2020,0.98403
2151,542.464,Residuos renovables,8745,7,2020,0.98563
2152,516.34,Residuos renovables,8745,8,2020,0.98439
2153,512.9595,Residuos renovables,8745,9,2020,0.98685
2154,576.1445,Residuos renovables,8745,10,2020,0.98919
2155,519.187,Residuos renovables,8745,11,2020,0.99098
2156,299.666,Residuos renovables,8745,12,2020,0.98737
2169,28102.136,Hidráulica,10,1,2020,0.32544
2170,20626.718,Hidráulica,10,2,2020,0.26896
2171,43269.083,Hidráulica,10,3,2020,0.43698
2172,31553.459,Hidráulica,10,4,2020,0.45584
2173,32859.594,Hidráulica,10,5,2020,0.48756
2174,19766.564,Hidráulica,10,6,2020,0.42621
2175,20146.987,Hidráulica,10,7,2020,0.35461
2176,19579.44,Hidráulica,10,8,2020,0.23732
2177,18843.992,Hidráulica,10,9,2020,0.23003
2178,27763.924,Hidráulica,10,10,2020,0.27979
2179,18616.329,Hidráulica,10,11,2020,0.20575
2180,70146.415,Hidráulica,10,12,2020,0.487
2181,35451.032,Eólica,10,1,2020,0.41054
2182,29821.636,Eólica,10,2,2020,0.38886
2183,30042.367,Eólica,10,3,2020,0.3034
2184,27739.68,Eólica,10,4,2020,0.40074
2185,21614.26,Eólica,10,5,2020,0.3207
2186,14659.028,Eólica,10,6,2020,0.31608
2187,20468.598,Eólica,10,7,2020,0.36027
2188,20299.905,Eólica,10,8,2020,0.24605
2189,22061.707,Eólica,10,9,2020,0.26931
2190,31576.023,Eólica,10,10,2020,0.31821
2191,34348.888,Eólica,10,11,2020,0.37962
2192,38869.969,Eólica,10,12,2020,0.26986
2193,1749.26,Solar fotovoltaica,10,1,2020,0.02026
2194,3238.95,Solar fotovoltaica,10,2,2020,0.04223
2195,4201.527,Solar fotovoltaica,10,3,2020,0.04243
2196,4889.968,Solar fotovoltaica,10,4,2020,0.07064
2197,8248.578,Solar fotovoltaica,10,5,2020,0.12239
2198,7529.327,Solar fotovoltaica,10,6,2020,0.16235
2199,8825.827,Solar fotovoltaica,10,7,2020,0.15534
2200,7543.771,Solar fotovoltaica,10,8,2020,0.09144
2201,6519.957,Solar fotovoltaica,10,9,2020,0.07959
2202,3856.352,Solar fotovoltaica,10,10,2020,0.03886
2203,3180.89,Solar fotovoltaica,10,11,2020,0.03516
2204,1792.349,Solar fotovoltaica,10,12,2020,0.01244
2205,5307.337,Otras renovables,10,1,2020,0.06146
2206,4788.501,Otras renovables,10,2,2020,0.06244
2207,4551.965,Otras renovables,10,3,2020,0.04597
2208,5037.997,Otras renovables,10,4,2020,0.07278
2209,4673.985,Otras renovables,10,5,2020,0.06935
2210,4422.516,Otras renovables,10,6,2020,0.09536
2211,4727.145,Otras renovables,10,7,2020,0.0832
2212,4433.635,Otras renovables,10,8,2020,0.05374
2213,4045.68,Otras renovables,10,9,2020,0.04939
2214,4538.752,Otras renovables,10,10,2020,0.04574
2215,4563.516,Otras renovables,10,11,2020,0.05044
2216,4706.341,Otras renovables,10,12,2020,0.03267
2217,15741.409,Residuos renovables,10,1,2020,0.1823
2218,18213.553,Residuos renovables,10,2,2020,0.2375
2219,16952.9785,Residuos renovables,10,3,2020,0.17121
2220,2646.7125,Residuos renovables,10,7,2020,0.04658
2221,30646.276,Residuos renovables,10,8,2020,0.37146
2222,30448.563,Residuos renovables,10,9,2020,0.37169
2223,31496.32,Residuos renovables,10,10,2020,0.3174
2224,29771.75,Residuos renovables,10,11,2020,0.32904
2225,28522.2685,Residuos renovables,10,12,2020,0.19802
2238,190280.637,Hidráulica,11,1,2020,0.53674
2239,126445.453,Hidráulica,11,2,2020,0.44039
2240,195848.533,Hidráulica,11,3,2020,0.61068
2241,147484.777,Hidráulica,11,4,2020,0.62869
2242,134693.323,Hidráulica,11,5,2020,0.59103
2243,86707.293,Hidráulica,11,6,2020,0.5253
2244,39569.243,Hidráulica,11,7,2020,0.35454
2245,34727.331,Hidráulica,11,8,2020,0.32504
2246,44470.51,Hidráulica,11,9,2020,0.34924
2247,139330.079,Hidráulica,11,10,2020,0.46425
2248,79234.341,Hidráulica,11,11,2020,0.40819
2249,280595.655,Hidráulica,11,12,2020,0.57544
2250,141669.013,Eólica,11,1,2020,0.39961
2251,138652.84,Eólica,11,2,2020,0.4829
2252,107862.807,Eólica,11,3,2020,0.33633
2253,63562.957,Eólica,11,4,2020,0.27095
2254,68870.676,Eólica,11,5,2020,0.3022
2255,58331.999,Eólica,11,6,2020,0.3534
2256,48139.368,Eólica,11,7,2020,0.43133
2257,51110.9,Eólica,11,8,2020,0.47838
2258,60578.363,Eólica,11,9,2020,0.47574
2259,139866.828,Eólica,11,10,2020,0.46604
2260,91408.339,Eólica,11,11,2020,0.4709
2261,182983.836,Eólica,11,12,2020,0.37526
2262,25.78,Solar fotovoltaica,11,1,2020,7e-05
2263,27.041,Solar fotovoltaica,11,2,2020,9e-05
2264,46.49,Solar fotovoltaica,11,3,2020,0.00014
2265,41.164,Solar fotovoltaica,11,4,2020,0.00018
2266,68.827,Solar fotovoltaica,11,5,2020,0.0003
2267,54.206,Solar fotovoltaica,11,6,2020,0.00033
2268,62.05,Solar fotovoltaica,11,7,2020,0.00056
2269,50.96,Solar fotovoltaica,11,8,2020,0.00048
2270,53.227,Solar fotovoltaica,11,9,2020,0.00042
2271,33.583,Solar fotovoltaica,11,10,2020,0.00011
2272,28.881,Solar fotovoltaica,11,11,2020,0.00015
2273,14.675,Solar fotovoltaica,11,12,2020,3e-05
2274,22538.898,Otras renovables,11,1,2020,0.06358
2275,21998.223,Otras renovables,11,2,2020,0.07662
2276,16947.814,Otras renovables,11,3,2020,0.05285
2277,23502.743,Otras renovables,11,4,2020,0.10019
2278,24263.263,Otras renovables,11,5,2020,0.10647
2279,19967.413,Otras renovables,11,6,2020,0.12097
2280,23836.382,Otras renovables,11,7,2020,0.21357
2281,20951.545,Otras renovables,11,8,2020,0.1961
2282,22233.485,Otras renovables,11,9,2020,0.17461
2283,20888.065,Otras renovables,11,10,2020,0.0696
2284,23441.077,Otras renovables,11,11,2020,0.12076
2285,24025.168,Otras renovables,11,12,2020,0.04927
2298,3933.761,Hidráulica,21,1,2020,0.02605
2299,2803.118,Hidráulica,21,2,2020,0.0154
2300,6611.028,Hidráulica,21,3,2020,0.03307
2301,7276.841,Hidráulica,21,4,2020,0.04078
2302,9539.247,Hidráulica,21,5,2020,0.04054
2303,10175.038,Hidráulica,21,6,2020,0.04244
2304,10655.094,Hidráulica,21,7,2020,0.04254
2305,11436.247,Hidráulica,21,8,2020,0.04727
2306,10774.231,Hidráulica,21,9,2020,0.05071
2307,8239.388,Hidráulica,21,10,2020,0.03733
2308,6428.965,Hidráulica,21,11,2020,0.04316
2309,5241.398,Hidráulica,21,12,2020,0.0263
2310,41443.254,Eólica,21,1,2020,0.2745
2311,38692.787,Eólica,21,2,2020,0.21252
2312,61956.056,Eólica,21,3,2020,0.30989
2313,27098.923,Eólica,21,4,2020,0.15185
2314,29171.631,Eólica,21,5,2020,0.12396
2315,26420.897,Eólica,21,6,2020,0.11021
2316,19800.649,Eólica,21,7,2020,0.07905
2317,20022.59,Eólica,21,8,2020,0.08276
2318,26527.495,Eólica,21,9,2020,0.12485
2319,44334.848,Eólica,21,10,2020,0.20084
2320,24669.189,Eólica,21,11,2020,0.16561
2321,71799.034,Eólica,21,12,2020,0.36028
2322,101580.22,Solar fotovoltaica,21,1,2020,0.67281
2323,135500.657,Solar fotovoltaica,21,2,2020,0.74424
2324,126841.545,Solar fotovoltaica,21,3,2020,0.63443
2325,138747.101,Solar fotovoltaica,21,4,2020,0.7775
2326,187446.559,Solar fotovoltaica,21,5,2020,0.79655
2327,193540.538,Solar fotovoltaica,21,6,2020,0.8073
2328,209146.918,Solar fotovoltaica,21,7,2020,0.83498
2329,200682.819,Solar fotovoltaica,21,8,2020,0.82953
2330,166856.831,Solar fotovoltaica,21,9,2020,0.7853
2331,160582.244,Solar fotovoltaica,21,10,2020,0.72745
2332,112480.275,Solar fotovoltaica,21,11,2020,0.75512
2333,118325.913,Solar fotovoltaica,21,12,2020,0.59375
2334,1042.322,Solar térmica,21,1,2020,0.0069
2335,2206.868,Solar térmica,21,2,2020,0.01212
2336,1882.905,Solar térmica,21,3,2020,0.00942
2337,2013.548,Solar térmica,21,4,2020,0.01128
2338,4889.369,Solar térmica,21,5,2020,0.02078
2339,5997.65,Solar térmica,21,6,2020,0.02502
2340,6526.754,Solar térmica,21,7,2020,0.02606
2341,5468.605,Solar térmica,21,8,2020,0.0226
2342,3803.666,Solar térmica,21,9,2020,0.0179
2343,3263.796,Solar térmica,21,10,2020,0.01479
2344,1362.802,Solar térmica,21,11,2020,0.00915
2345,1047.715,Solar térmica,21,12,2020,0.00526
2346,2979.963,Otras renovables,21,1,2020,0.01974
2347,2863.442,Otras renovables,21,2,2020,0.01573
2348,2636.974,Otras renovables,21,3,2020,0.01319
2349,3316.48,Otras renovables,21,4,2020,0.01858
2350,4276.359,Otras renovables,21,5,2020,0.01817
2351,3604.828,Otras renovables,21,6,2020,0.01504
2352,4352.962,Otras renovables,21,7,2020,0.01738
2353,4313.572,Otras renovables,21,8,2020,0.01783
2354,4511.891,Otras renovables,21,9,2020,0.02124
2355,4326.037,Otras renovables,21,10,2020,0.0196
2356,4014.674,Otras renovables,21,11,2020,0.02695
2357,2870.625,Otras renovables,21,12,2020,0.0144
2370,35682.265,Hidráulica,4,1,2021,0.03369
2371,46985.569,Hidráulica,4,2,2021,0.03944
2372,45394.407,Hidráulica,4,3,2021,0.03428
2373,39624.225,Hidráulica,4,4,2021,0.0317
2374,66090.316,Hidráulica,4,5,2021,0.04074
2375,63825.421,Hidráulica,4,6,2021,0.04279
2376,69788.766,Hidráulica,4,7,2021,0.04048
2377,56318.901,Hidráulica,4,8,2021,0.04143
2378,28124.341,Hidráulica,4,9,2021,0.02342
2379,14829.391,Hidráulica,4,10,2021,0.01102
2380,11331.529,Hidráulica,4,11,2021,0.01029
2381,15024.074,Hidráulica,4,12,2021,0.01113
2382,605060.374,Eólica,4,1,2021,0.57119
2383,721153.394,Eólica,4,2,2021,0.60532
2384,604386.731,Eólica,4,3,2021,0.45638
2385,565654.657,Eólica,4,4,2021,0.45256
2386,592828.424,Eólica,4,5,2021,0.36544
2387,456862.149,Eólica,4,6,2021,0.30629
2388,601270.327,Eólica,4,7,2021,0.34879
2389,380676.358,Eólica,4,8,2021,0.28003
2390,425373.223,Eólica,4,9,2021,0.35421
2391,646288.366,Eólica,4,10,2021,0.48021
2392,532630.675,Eólica,4,11,2021,0.48375
2393,847548.65,Eólica,4,12,2021,0.62796
2394,213710.908,Solar fotovoltaica,4,1,2021,0.20175
2395,231989.192,Solar fotovoltaica,4,2,2021,0.19473
2396,408278.78,Solar fotovoltaica,4,3,2021,0.30829
2397,402297.899,Solar fotovoltaica,4,4,2021,0.32187
2398,556125.915,Solar fotovoltaica,4,5,2021,0.34281
2399,561098.376,Solar fotovoltaica,4,6,2021,0.37617
2400,591088.049,Solar fotovoltaica,4,7,2021,0.34288
2401,528290.277,Solar fotovoltaica,4,8,2021,0.38861
2402,432330.446,Solar fotovoltaica,4,9,2021,0.36001
2403,405044.314,Solar fotovoltaica,4,10,2021,0.30096
2404,325035.538,Solar fotovoltaica,4,11,2021,0.29521
2405,260350.973,Solar fotovoltaica,4,12,2021,0.1929
2406,53930.207,Solar térmica,4,1,2021,0.05091
2407,62025.987,Solar térmica,4,2,2021,0.05206
2408,158688.61,Solar térmica,4,3,2021,0.11983
2409,111872.759,Solar térmica,4,4,2021,0.08951
2410,281104.125,Solar térmica,4,5,2021,0.17328
2411,283610.94,Solar térmica,4,6,2021,0.19014
2412,336868.959,Solar térmica,4,7,2021,0.19541
2413,259564.706,Solar térmica,4,8,2021,0.19094
2414,194498.853,Solar térmica,4,9,2021,0.16196
2415,140754.854,Solar térmica,4,10,2021,0.10458
2416,76784.57,Solar térmica,4,11,2021,0.06974
2417,56211.258,Solar térmica,4,12,2021,0.04165
2418,150906.426,Otras renovables,4,1,2021,0.14246
2419,129208.663,Otras renovables,4,2,2021,0.10845
2420,107567.418,Otras renovables,4,3,2021,0.08122
2421,130440.554,Otras renovables,4,4,2021,0.10436
2422,126093.849,Otras renovables,4,5,2021,0.07773
2423,126218.857,Otras renovables,4,6,2021,0.08462
2424,124869.152,Otras renovables,4,7,2021,0.07243
2425,134576.658,Otras renovables,4,8,2021,0.099
2426,120565.954,Otras renovables,4,9,2021,0.1004
2427,138929.136,Otras renovables,4,10,2021,0.10323
2428,155261.425,Otras renovables,4,11,2021,0.14101
2429,170548.746,Otras renovables,4,12,2021,0.12636
2442,227814.858,Hidráulica,5,1,2021,0.14281
2443,306758.08,Hidráulica,5,2,2021,0.25517
2444,270285.922,Hidráulica,5,3,2021,0.17489
2445,235923.132,Hidráulica,5,4,2021,0.19734
2446,289607.81,Hidráulica,5,5,2021,0.22427
2447,275771.771,Hidráulica,5,6,2021,0.25408
2448,226436.584,Hidráulica,5,7,2021,0.16657
2449,178880.721,Hidráulica,5,8,2021,0.15639
2450,122543.897,Hidráulica,5,9,2021,0.15279
2451,111800.572,Hidráulica,5,10,2021,0.11943
2452,102818.548,Hidráulica,5,11,2021,0.06227
2453,300180.331,Hidráulica,5,12,2021,0.22593
2454,1308593.598,Eólica,5,1,2021,0.82032
2455,830282.066,Eólica,5,2,2021,0.69067
2456,1141945.948,Eólica,5,3,2021,0.73892
2457,773997.346,Eólica,5,4,2021,0.64742
2458,738724.988,Eólica,5,5,2021,0.57207
2459,577510.594,Eólica,5,6,2021,0.53208
2460,868237.682,Eólica,5,7,2021,0.6387
2461,724809.078,Eólica,5,8,2021,0.63366
2462,498674.278,Eólica,5,9,2021,0.62176
2463,657321.514,Eólica,5,10,2021,0.70221
2464,1431317.856,Eólica,5,11,2021,0.86683
2465,959606.523,Eólica,5,12,2021,0.72226
2466,54540.025,Solar fotovoltaica,5,1,2021,0.03419
2467,62253.228,Solar fotovoltaica,5,2,2021,0.05178
2468,129577.571,Solar fotovoltaica,5,3,2021,0.08385
2469,181407.039,Solar fotovoltaica,5,4,2021,0.15174
2470,258720.47,Solar fotovoltaica,5,5,2021,0.20035
2471,228310.004,Solar fotovoltaica,5,6,2021,0.21035
2472,260014.917,Solar fotovoltaica,5,7,2021,0.19127
2473,235912.585,Solar fotovoltaica,5,8,2021,0.20625
2474,176600.248,Solar fotovoltaica,5,9,2021,0.22019
2475,162376.008,Solar fotovoltaica,5,10,2021,0.17346
2476,112936.043,Solar fotovoltaica,5,11,2021,0.0684
2477,64895.141,Solar fotovoltaica,5,12,2021,0.04884
2478,4269.769,Otras renovables,5,1,2021,0.00268
2479,2855.09,Otras renovables,5,2,2021,0.00237
2480,3613.655,Otras renovables,5,3,2021,0.00234
2481,4175.863,Otras renovables,5,4,2021,0.00349
2482,4260.807,Otras renovables,5,5,2021,0.0033
2483,3787.998,Otras renovables,5,6,2021,0.00349
2484,4691.78,Otras renovables,5,7,2021,0.00345
2485,4241.46,Otras renovables,5,8,2021,0.00371
2486,4223.832,Otras renovables,5,9,2021,0.00527
2487,4581.506,Otras renovables,5,10,2021,0.00489
2488,4136.553,Otras renovables,5,11,2021,0.00251
2489,3940.561,Otras renovables,5,12,2021,0.00297
2502,297.621,Hidráulica,8742,1,2021,0.00298
2503,258.53,Hidráulica,8742,2,2021,0.00327
2504,282.265,Hidráulica,8742,3,2021,0.00251
2505,137.806,Hidráulica,8742,4,2021,0.00178
2506,267.836,Hidráulica,8742,5,2021,0.00137
2507,282.177,Hidráulica,8742,6,2021,0.00157
2508,289.726,Hidráulica,8742,7,2021,0.00149
2509,280.659,Hidráulica,8742,8,2021,0.00158
2510,277.52,Hidráulica,8742,9,2021,0.00211
2511,282.507,Hidráulica,8742,10,2021,0.00194
2512,231.258,Hidráulica,8742,11,2021,0.00212
2513,155.36,Hidráulica,8742,12,2021,0.00139
2514,993.17,Hidroeólica,8742,1,2021,0.00993
2515,1226.483,Hidroeólica,8742,2,2021,0.01553
2516,1921.443,Hidroeólica,8742,3,2021,0.0171
2517,835.908,Hidroeólica,8742,4,2021,0.01079
2518,3227.077,Hidroeólica,8742,5,2021,0.01647
2519,3002.042,Hidroeólica,8742,6,2021,0.01676
2520,3578.218,Hidroeólica,8742,7,2021,0.01837
2521,2663.478,Hidroeólica,8742,8,2021,0.01496
2522,1429.314,Hidroeólica,8742,9,2021,0.01086
2523,1853.455,Hidroeólica,8742,10,2021,0.0127
2524,1139.79,Hidroeólica,8742,11,2021,0.01046
2525,1227.861,Hidroeólica,8742,12,2021,0.01096
2526,81695.52,Eólica,8742,1,2021,0.81702
2527,58777.922,Eólica,8742,2,2021,0.74406
2528,84883.153,Eólica,8742,3,2021,0.7553
2529,53035.683,Eólica,8742,4,2021,0.68442
2530,164670.892,Eólica,8742,5,2021,0.84024
2531,150392.79,Eólica,8742,6,2021,0.83943
2532,162253.472,Eólica,8742,7,2021,0.83288
2533,148350.357,Eólica,8742,8,2021,0.83344
2534,107872.593,Eólica,8742,9,2021,0.81956
2535,122018.634,Eólica,8742,10,2021,0.83597
2536,91768.507,Eólica,8742,11,2021,0.84245
2537,92741.406,Eólica,8742,12,2021,0.82807
2538,16647.461,Solar fotovoltaica,8742,1,2021,0.16649
2539,18033.656,Solar fotovoltaica,8742,2,2021,0.22828
2540,24504.39,Solar fotovoltaica,8742,3,2021,0.21804
2541,22758.418,Solar fotovoltaica,8742,4,2021,0.2937
2542,27092.844,Solar fotovoltaica,8742,5,2021,0.13824
2543,24760.27,Solar fotovoltaica,8742,6,2021,0.1382
2544,27953.649,Solar fotovoltaica,8742,7,2021,0.14349
2545,26132.583,Solar fotovoltaica,8742,8,2021,0.14681
2546,21642.745,Solar fotovoltaica,8742,9,2021,0.16443
2547,21049.276,Solar fotovoltaica,8742,10,2021,0.14421
2548,15037.382,Solar fotovoltaica,8742,11,2021,0.13805
2549,17045.5,Solar fotovoltaica,8742,12,2021,0.1522
2550,358.723,Otras renovables,8742,1,2021,0.00359
2551,699.782,Otras renovables,8742,2,2021,0.00886
2552,791.785,Otras renovables,8742,3,2021,0.00705
2553,722.021,Otras renovables,8742,4,2021,0.00932
2554,722.568,Otras renovables,8742,5,2021,0.00369
2555,723.959,Otras renovables,8742,6,2021,0.00404
2556,734.029,Otras renovables,8742,7,2021,0.00377
2557,569.807,Otras renovables,8742,8,2021,0.0032
2558,400.133,Otras renovables,8742,9,2021,0.00304
2559,755.997,Otras renovables,8742,10,2021,0.00518
2560,753.238,Otras renovables,8742,11,2021,0.00691
2561,826.638,Otras renovables,8742,12,2021,0.00738
2574,33604.108,Hidráulica,6,1,2021,0.70523
2575,32883.652,Hidráulica,6,2,2021,0.66251
2576,24006.9,Hidráulica,6,3,2021,0.60981
2577,18199.794,Hidráulica,6,4,2021,0.53582
2578,17597.255,Hidráulica,6,5,2021,0.5365
2579,13223.311,Hidráulica,6,6,2021,0.48841
2580,10065.259,Hidráulica,6,7,2021,0.43576
2581,2833.783,Hidráulica,6,8,2021,0.19677
2582,5357.63,Hidráulica,6,9,2021,0.27411
2583,3268.006,Hidráulica,6,10,2021,0.17146
2584,20693.787,Hidráulica,6,11,2021,0.54941
2585,45093.278,Hidráulica,6,12,2021,0.66846
2586,4765.84,Eólica,6,1,2021,0.10002
2587,9074.002,Eólica,6,2,2021,0.18282
2588,7451.76,Eólica,6,3,2021,0.18928
2589,5379.714,Eólica,6,4,2021,0.15839
2590,4782.832,Eólica,6,5,2021,0.14582
2591,3419.318,Eólica,6,6,2021,0.1263
2592,2328.612,Eólica,6,7,2021,0.10081
2593,1485.593,Eólica,6,8,2021,0.10315
2594,4775.46,Eólica,6,9,2021,0.24433
2595,5284.029,Eólica,6,10,2021,0.27723
2596,7213.544,Eólica,6,11,2021,0.19152
2597,12319.492,Eólica,6,12,2021,0.18262
2598,91.306,Solar fotovoltaica,6,1,2021,0.00192
2599,113.972,Solar fotovoltaica,6,2,2021,0.0023
2600,177.811,Solar fotovoltaica,6,3,2021,0.00452
2601,222.155,Solar fotovoltaica,6,4,2021,0.00654
2602,244.402,Solar fotovoltaica,6,5,2021,0.00745
2603,213.546,Solar fotovoltaica,6,6,2021,0.00789
2604,232.574,Solar fotovoltaica,6,7,2021,0.01007
2605,233.561,Solar fotovoltaica,6,8,2021,0.01622
2606,186.219,Solar fotovoltaica,6,9,2021,0.00953
2607,186.187,Solar fotovoltaica,6,10,2021,0.00977
2608,88.132,Solar fotovoltaica,6,11,2021,0.00234
2609,102.61,Solar fotovoltaica,6,12,2021,0.00152
2610,6093.836,Otras renovables,6,1,2021,0.12789
2611,6406.274,Otras renovables,6,2,2021,0.12907
2612,4349.544,Otras renovables,6,3,2021,0.11048
2613,6798.794,Otras renovables,6,4,2021,0.20016
2614,6706.936,Otras renovables,6,5,2021,0.20448
2615,6870.407,Otras renovables,6,6,2021,0.25376
2616,7134.66,Otras renovables,6,7,2021,0.30889
2617,6419.98,Otras renovables,6,8,2021,0.44578
2618,6471.388,Otras renovables,6,9,2021,0.33109
2619,7027.933,Otras renovables,6,10,2021,0.36873
2620,6898.387,Otras renovables,6,11,2021,0.18315
2621,6829.31,Otras renovables,6,12,2021,0.10124
2622,3094.853,Residuos renovables,6,1,2021,0.06495
2623,1156.839,Residuos renovables,6,2,2021,0.02331
2624,3382.078,Residuos renovables,6,3,2021,0.08591
2625,3365.597,Residuos renovables,6,4,2021,0.09909
2626,3468.6225,Residuos renovables,6,5,2021,0.10575
2627,3347.355,Residuos renovables,6,6,2021,0.12364
2628,3336.8715,Residuos renovables,6,7,2021,0.14447
2629,3428.908,Residuos renovables,6,8,2021,0.23809
2630,2754.8095,Residuos renovables,6,9,2021,0.14094
2631,3293.9205,Residuos renovables,6,10,2021,0.17282
2632,2771.411,Residuos renovables,6,11,2021,0.07358
2633,3113.3435,Residuos renovables,6,12,2021,0.04615
2646,65930.749,Hidráulica,7,1,2021,0.05041
2647,107799.992,Hidráulica,7,2,2021,0.09184
2648,72057.474,Hidráulica,7,3,2021,0.06867
2649,88528.372,Hidráulica,7,4,2021,0.09902
2650,84699.337,Hidráulica,7,5,2021,0.06736
2651,74257.308,Hidráulica,7,6,2021,0.06748
2652,68318.271,Hidráulica,7,7,2021,0.05497
2653,53936.446,Hidráulica,7,8,2021,0.05065
2654,51631.927,Hidráulica,7,9,2021,0.05681
2655,27011.151,Hidráulica,7,10,2021,0.03168
2656,37958.265,Hidráulica,7,11,2021,0.03263
2657,58865.234,Hidráulica,7,12,2021,0.04238
2658,1039601.3,Eólica,7,1,2021,0.79488
2659,822550.306,Eólica,7,2,2021,0.70078
2660,615884.455,Eólica,7,3,2021,0.58695
2661,463462.145,Eólica,7,4,2021,0.5184
2662,619434.686,Eólica,7,5,2021,0.49262
2663,484890.893,Eólica,7,6,2021,0.44065
2664,528758.071,Eólica,7,7,2021,0.42547
2665,451939.404,Eólica,7,8,2021,0.42439
2666,386811.239,Eólica,7,9,2021,0.42563
2667,409796.775,Eólica,7,10,2021,0.48065
2668,801762.851,Eólica,7,11,2021,0.68921
2669,1059295.771,Eólica,7,12,2021,0.76256
2670,147622.462,Solar fotovoltaica,7,1,2021,0.11287
2671,179416.838,Solar fotovoltaica,7,2,2021,0.15286
2672,279107.051,Solar fotovoltaica,7,3,2021,0.26599
2673,263484.831,Solar fotovoltaica,7,4,2021,0.29472
2674,418758.771,Solar fotovoltaica,7,5,2021,0.33303
2675,412116.956,Solar fotovoltaica,7,6,2021,0.37451
2676,475133.436,Solar fotovoltaica,7,7,2021,0.38232
2677,421491.823,Solar fotovoltaica,7,8,2021,0.3958
2678,361543.157,Solar fotovoltaica,7,9,2021,0.39782
2679,325402.741,Solar fotovoltaica,7,10,2021,0.38166
2680,255340.98,Solar fotovoltaica,7,11,2021,0.2195
2681,207826.832,Solar fotovoltaica,7,12,2021,0.14961
2682,12293.822,Solar térmica,7,1,2021,0.0094
2683,21885.85,Solar térmica,7,2,2021,0.01865
2684,34415.726,Solar térmica,7,3,2021,0.0328
2685,38516.129,Solar térmica,7,4,2021,0.04308
2686,86040.151,Solar térmica,7,5,2021,0.06843
2687,86656.674,Solar térmica,7,6,2021,0.07875
2688,120940.042,Solar térmica,7,7,2021,0.09732
2689,90600.421,Solar térmica,7,8,2021,0.08508
2690,60921.652,Solar térmica,7,9,2021,0.06703
2691,41716.972,Solar térmica,7,10,2021,0.04893
2692,21788.45,Solar térmica,7,11,2021,0.01873
2693,10534.448,Solar térmica,7,12,2021,0.00758
2694,42421.016,Otras renovables,7,1,2021,0.03244
2695,42108.756,Otras renovables,7,2,2021,0.03588
2696,47838.781,Otras renovables,7,3,2021,0.04559
2697,40034.14,Otras renovables,7,4,2021,0.04478
2698,48490.878,Otras renovables,7,5,2021,0.03856
2699,42484.133,Otras renovables,7,6,2021,0.03861
2700,49601.009,Otras renovables,7,7,2021,0.03991
2701,46938.27,Otras renovables,7,8,2021,0.04408
2702,47897.663,Otras renovables,7,9,2021,0.0527
2703,48665.902,Otras renovables,7,10,2021,0.05708
2704,46456.778,Otras renovables,7,11,2021,0.03994
