,value,percentage,datetime,type,magnitude
0,17105.815,0.1859709705807724,2020-01-01T00:00:00.000+01:00,Hidráulica,
1,13882.706,0.20466518238636813,2020-02-01T00:00:00.000+01:00,Hidráulica,
2,17098.413,0.1475976804710326,2020-03-01T00:00:00.000+01:00,Hidráulica,
3,17539.641,0.2008863967267079,2020-04-01T00:00:00.000+02:00,Hidráulica,
4,14973.754,0.1632182813756957,2020-05-01T00:00:00.000+02:00,Hidráulica,
5,10002.007,0.150607612903832,2020-06-01T00:00:00.000+02:00,Hidráulica,
6,10431.662,0.1181085578717851,2020-07-01T00:00:00.000+02:00,Hidráulica,
7,10207.538,0.11962197370424071,2020-08-01T00:00:00.000+02:00,Hidráulica,
8,6860.884,0.07715119029341776,2020-09-01T00:00:00.000+02:00,Hidráulica,
9,6778.669,0.06521233148345357,2020-10-01T00:00:00.000+02:00,Hidráulica,
10,5013.458,0.07022521970620636,2020-11-01T00:00:00.000+01:00,Hidráulica,
11,9688.281,0.0796974798393764,2020-12-01T00:00:00.000+01:00,Hidráulica,
12,68197.721,0.7414318678044118,2020-01-01T00:00:00.000+01:00,Eólica,
13,42804.9,0.631049354897399,2020-02-01T00:00:00.000+01:00,Eólica,
14,86194.651,0.7440532964439548,2020-03-01T00:00:00.000+01:00,Eólica,
15,57895.189,0.663089735190232,2020-04-01T00:00:00.000+02:00,Eólica,
16,59201.757,0.6453164004137881,2020-05-01T00:00:00.000+02:00,Eólica,
17,40136.793,0.6043693614036897,2020-06-01T00:00:00.000+02:00,Eólica,
18,58869.573,0.6665285329948168,2020-07-01T00:00:00.000+02:00,Eólica,
19,57839.586,0.6778211783836777,2020-08-01T00:00:00.000+02:00,Eólica,
20,66897.092,0.7522631595240897,2020-09-01T00:00:00.000+02:00,Eólica,
21,85786.61,0.8252866231057678,2020-10-01T00:00:00.000+02:00,Eólica,
22,59266.503,0.830166163632674,2020-11-01T00:00:00.000+01:00,Eólica,
23,107535.594,0.8846064471943336,2020-12-01T00:00:00.000+01:00,Eólica,
24,6043.202,0.06570047328090857,2020-01-01T00:00:00.000+01:00,Solar fotovoltaica,
25,10346.725,0.152536138071828,2020-02-01T00:00:00.000+01:00,Solar fotovoltaica,
26,11976.377,0.10338301371282961,2020-03-01T00:00:00.000+01:00,Solar fotovoltaica,
27,11432.086,0.13093486711671254,2020-04-01T00:00:00.000+02:00,Solar fotovoltaica,
28,17245.595,0.18798201020273814,2020-05-01T00:00:00.000+02:00,Solar fotovoltaica,
29,15606.519,0.2349988929550139,2020-06-01T00:00:00.000+02:00,Solar fotovoltaica,
30,18391.384,0.20822950758050082,2020-07-01T00:00:00.000+02:00,Solar fotovoltaica,
31,16649.497,0.19511518765081595,2020-08-01T00:00:00.000+02:00,Solar fotovoltaica,
32,14600.775,0.16418688473036078,2020-09-01T00:00:00.000+02:00,Solar fotovoltaica,
33,10674.666,0.10269270525927011,2020-10-01T00:00:00.000+02:00,Solar fotovoltaica,
34,6452.337,0.09038008963942343,2020-11-01T00:00:00.000+01:00,Solar fotovoltaica,
35,3536.516,0.02909199398857569,2020-12-01T00:00:00.000+01:00,Solar fotovoltaica,
36,634.365,0.006896688333907019,2020-01-01T00:00:00.000+01:00,Otras renovables,
37,796.972,0.011749324644404958,2020-02-01T00:00:00.000+01:00,Otras renovables,
38,575.286,0.004966009372183164,2020-03-01T00:00:00.000+01:00,Otras renovables,
39,444.327,0.005089000966347484,2020-04-01T00:00:00.000+02:00,Otras renovables,
40,319.561,0.003483308007778055,2020-05-01T00:00:00.000+02:00,Otras renovables,
41,665.713,0.010024132737464463,2020-06-01T00:00:00.000+02:00,Otras renovables,
42,630.041,0.007133401552897071,2020-07-01T00:00:00.000+02:00,Otras renovables,
43,635.009,0.00744166026126537,2020-08-01T00:00:00.000+02:00,Otras renovables,
44,569.028,0.006398765452131667,2020-09-01T00:00:00.000+02:00,Otras renovables,
45,707.711,0.006808340151508564,2020-10-01T00:00:00.000+02:00,Otras renovables,
46,658.835,0.009228527021696098,2020-11-01T00:00:00.000+01:00,Otras renovables,
47,802.813,0.006604078977714342,2020-12-01T00:00:00.000+01:00,Otras renovables,
48,91981.10300000002,1.0,2020-01-01T00:00:00.000+01:00,Generación renovable,
49,67831.303,1.0,2020-02-01T00:00:00.000+01:00,Generación renovable,
50,115844.72699999998,1.0,2020-03-01T00:00:00.000+01:00,Generación renovable,
51,87311.243,1.0,2020-04-01T00:00:00.000+02:00,Generación renovable,
52,91740.667,1.0,2020-05-01T00:00:00.000+02:00,Generación renovable,
53,66411.03199999999,1.0,2020-06-01T00:00:00.000+02:00,Generación renovable,
54,88322.66,1.0,2020-07-01T00:00:00.000+02:00,Generación renovable,
55,85331.63000000002,1.0,2020-08-01T00:00:00.000+02:00,Generación renovable,
56,88927.77900000001,1.0,2020-09-01T00:00:00.000+02:00,Generación renovable,
57,103947.65599999999,1.0,2020-10-01T00:00:00.000+02:00,Generación renovable,
58,71391.133,1.0,2020-11-01T00:00:00.000+01:00,Generación renovable,
59,121563.204,1.0,2020-12-01T00:00:00.000+01:00,Generación renovable,
