,value,percentage,datetime,type,magnitude
0,25288.605,0.029516851640872945,2019-01-01T00:00:00.000+01:00,Hidráulica,
1,33933.35,0.030778936748900622,2019-02-01T00:00:00.000+01:00,Hidráulica,
2,35913.0,0.0296445386297287,2019-03-01T00:00:00.000+01:00,Hidráulica,
3,44050.848,0.04133966138114282,2019-04-01T00:00:00.000+02:00,Hidráulica,
4,88535.452,0.06849683355574686,2019-05-01T00:00:00.000+02:00,Hidráulica,
5,92464.391,0.07917400147359059,2019-06-01T00:00:00.000+02:00,Hidráulica,
6,91236.63,0.07928337341934863,2019-07-01T00:00:00.000+02:00,Hidráulica,
7,80161.437,0.06657043839804141,2019-08-01T00:00:00.000+02:00,Hidráulica,
8,40095.141,0.0450968948847209,2019-09-01T00:00:00.000+02:00,Hidráulica,
9,21984.146,0.024585815743516495,2019-10-01T00:00:00.000+02:00,Hidráulica,
10,21611.63,0.020632410889311878,2019-11-01T00:00:00.000+01:00,Hidráulica,
11,33252.448,0.033000879163056496,2019-12-01T00:00:00.000+01:00,Hidráulica,
12,547209.843,0.6387031531496647,2019-01-01T00:00:00.000+01:00,Eólica,
13,714535.96,0.6481133491875982,2019-02-01T00:00:00.000+01:00,Eólica,
14,705153.705,0.5820721256305187,2019-03-01T00:00:00.000+01:00,Eólica,
15,607656.868,0.5702575614218778,2019-04-01T00:00:00.000+02:00,Eólica,
16,612356.002,0.47375877344429873,2019-05-01T00:00:00.000+02:00,Eólica,
17,454884.57,0.3895016365326369,2019-06-01T00:00:00.000+02:00,Eólica,
18,456346.421,0.39655874734441937,2019-07-01T00:00:00.000+02:00,Eólica,
19,495339.705,0.4113571631432519,2019-08-01T00:00:00.000+02:00,Eólica,
20,375841.662,0.4227268317752717,2019-09-01T00:00:00.000+02:00,Eólica,
21,430931.821,0.48192958457990737,2019-10-01T00:00:00.000+02:00,Eólica,
22,764217.456,0.7295908990194919,2019-11-01T00:00:00.000+01:00,Eólica,
23,684672.055,0.6794922212456832,2019-12-01T00:00:00.000+01:00,Eólica,
24,100175.137,0.11692438776014423,2019-01-01T00:00:00.000+01:00,Solar fotovoltaica,
25,119956.735,0.10880566637746152,2019-02-01T00:00:00.000+01:00,Solar fotovoltaica,
26,147364.111,0.12164233233578728,2019-03-01T00:00:00.000+01:00,Solar fotovoltaica,
27,132367.448,0.1242206615002288,2019-04-01T00:00:00.000+02:00,Solar fotovoltaica,
28,172457.989,0.13342481346220295,2019-05-01T00:00:00.000+02:00,Solar fotovoltaica,
29,166634.356,0.1426831302819571,2019-06-01T00:00:00.000+02:00,Solar fotovoltaica,
30,175669.523,0.15265439320158855,2019-07-01T00:00:00.000+02:00,Solar fotovoltaica,
