Provincias;Ramas de actividad;periodo;Total
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.200.768
34 Palencia;C. - De las cuales: Industria manufacturera;2021(P);934.598
34 Palencia;C. - De las cuales: Industria manufacturera;2020;952.127
34 Palencia;C. - De las cuales: Industria manufacturera;2019;1.057.584
34 Palencia;F. Construcción;2021(P);195.647
34 Palencia;F. Construcción;2020;197.343
34 Palencia;F. Construcción;2019;206.840
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);616.051
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;542.423
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;671.756
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);727.306
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;704.338
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;732.983
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);916.807
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;916.992
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;956.721
34 Palencia;Valor añadido bruto total;2021(P);3.893.782
34 Palencia;Valor añadido bruto total;2020;3.676.590
34 Palencia;Valor añadido bruto total;2019;3.999.896
34 Palencia;Impuestos netos sobre los productos;2021(P);409.982
34 Palencia;Impuestos netos sobre los productos;2020;352.592
34 Palencia;Impuestos netos sobre los productos;2019;410.372
34 Palencia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);4.303.764
34 Palencia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;4.029.182
34 Palencia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;4.410.268
35 Palmas, Las;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);22.056.871
35 Palmas, Las;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;19.692.679
35 Palmas, Las;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;24.214.216
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;2021(P);247.736
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;2020;255.269
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;2019;264.322
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.514.492
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.410.524
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.534.808
35 Palmas, Las;C. - De las cuales: Industria manufacturera;2021(P);719.414
35 Palmas, Las;C. - De las cuales: Industria manufacturera;2020;684.010
35 Palmas, Las;C. - De las cuales: Industria manufacturera;2019;799.644
35 Palmas, Las;F. Construcción;2021(P);1.273.844
35 Palmas, Las;F. Construcción;2020;1.186.512
35 Palmas, Las;F. Construcción;2019;1.271.859
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);6.618.825
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;5.324.925
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;8.579.740
35 Palmas, Las;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);4.935.073
35 Palmas, Las;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;4.763.697
35 Palmas, Las;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;5.091.851
35 Palmas, Las;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);5.365.733
35 Palmas, Las;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;5.028.455
35 Palmas, Las;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;5.218.522
35 Palmas, Las;Valor añadido bruto total;2021(P);19.955.703
35 Palmas, Las;Valor añadido bruto total;2020;17.969.382
35 Palmas, Las;Valor añadido bruto total;2019;21.961.102
35 Palmas, Las;Impuestos netos sobre los productos;2021(P);2.101.168
35 Palmas, Las;Impuestos netos sobre los productos;2020;1.723.297
35 Palmas, Las;Impuestos netos sobre los productos;2019;2.253.114
35 Palmas, Las;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);22.056.871
35 Palmas, Las;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;19.692.679
35 Palmas, Las;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;24.214.216
36 Pontevedra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);21.988.329
36 Pontevedra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;20.025.926
36 Pontevedra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;21.637.314
36 Pontevedra;A. Agricultura, ganadería, silvicultura y pesca;2021(P);742.360
36 Pontevedra;A. Agricultura, ganadería, silvicultura y pesca;2020;676.570
36 Pontevedra;A. Agricultura, ganadería, silvicultura y pesca;2019;818.688
36 Pontevedra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);4.744.084
36 Pontevedra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;3.994.501
36 Pontevedra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;3.977.842
36 Pontevedra;C. - De las cuales: Industria manufacturera;2021(P);4.316.195
36 Pontevedra;C. - De las cuales: Industria manufacturera;2020;3.704.507
36 Pontevedra;C. - De las cuales: Industria manufacturera;2019;3.713.443
36 Pontevedra;F. Construcción;2021(P);1.168.637
36 Pontevedra;F. Construcción;2020;1.200.960
36 Pontevedra;F. Construcción;2019;1.369.926
36 Pontevedra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);4.885.776
36 Pontevedra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;4.194.311
36 Pontevedra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;5.014.448
36 Pontevedra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);4.299.973
36 Pontevedra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;4.150.541
36 Pontevedra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;4.204.561
36 Pontevedra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);4.052.861
36 Pontevedra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;4.056.584
36 Pontevedra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;4.238.514
36 Pontevedra;Valor añadido bruto total;2021(P);19.893.691
36 Pontevedra;Valor añadido bruto total;2020;18.273.467
36 Pontevedra;Valor añadido bruto total;2019;19.623.979
36 Pontevedra;Impuestos netos sobre los productos;2021(P);2.094.638
36 Pontevedra;Impuestos netos sobre los productos;2020;1.752.459
36 Pontevedra;Impuestos netos sobre los productos;2019;2.013.335
36 Pontevedra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);21.988.329
36 Pontevedra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;20.025.926
36 Pontevedra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;21.637.314
26 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);8.619.779
26 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;8.105.603
26 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;8.822.400
26 Rioja, La;A. Agricultura, ganadería, silvicultura y pesca;2021(P);476.624
26 Rioja, La;A. Agricultura, ganadería, silvicultura y pesca;2020;467.196
26 Rioja, La;A. Agricultura, ganadería, silvicultura y pesca;2019;480.753
26 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.987.268
26 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.881.181
26 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;2.041.910
26 Rioja, La;C. - De las cuales: Industria manufacturera;2021(P);1.687.784
26 Rioja, La;C. - De las cuales: Industria manufacturera;2020;1.617.797
26 Rioja, La;C. - De las cuales: Industria manufacturera;2019;1.786.257
26 Rioja, La;F. Construcción;2021(P);438.925
26 Rioja, La;F. Construcción;2020;429.765
26 Rioja, La;F. Construcción;2019;493.419
26 Rioja, La;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.560.662
26 Rioja, La;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.346.824
26 Rioja, La;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;1.657.362
26 Rioja, La;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.579.983
26 Rioja, La;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.528.596
